Year,County,PDI,PDIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2016,Alameda,92,PDI Chronic Composite (Age 6-17),,,,,215,"228,022",94.3,122.9,,
2017,Alameda,92,PDI Chronic Composite (Age 6-17),,,,,208,"227,884",91.3,119.1,,
2018,Alameda,92,PDI Chronic Composite (Age 6-17),,,,,148,"226,998",65.2,85.2,,
2019,Alameda,92,PDI Chronic Composite (Age 6-17),,,,,147,"225,596",65.2,85.1,,
2020,Alameda,92,PDI Chronic Composite (Age 6-17),,,,,73,"223,535",32.7,42.7,,
2005,Alpine,9,Low Birth Weight (<2500 grams),0,15,0,0,,,,,,
2006,Alpine,9,Low Birth Weight (<2500 grams),,,71.4,73.3,,,,,,
2007,Alpine,9,Low Birth Weight (<2500 grams),0,11,0,0,,,,,,
2008,Alpine,9,Low Birth Weight (<2500 grams),,,166.7,165.2,,,,,,
2009,Alpine,9,Low Birth Weight (<2500 grams),0,4,0,0,,,,,,
2010,Alpine,9,Low Birth Weight (<2500 grams),0,3,0,0,,,,,,
2011,Alpine,9,Low Birth Weight (<2500 grams),0,3,0,0,,,,,,
2012,Alpine,9,Low Birth Weight (<2500 grams),0,6,0,0,,,,,,
2013,Alpine,9,Low Birth Weight (<2500 grams),,,200,201.6,,,,,,
2014,Alpine,9,Low Birth Weight (<2500 grams),0,1,0,,,,,,,
2015,Alpine,9,Low Birth Weight (<2500 grams),0,4,0,0,,,,,,
2005,Alpine,14,Asthma (Age 2-17),0,214,0,0,,,,,,
2006,Alpine,14,Asthma (Age 2-17),0,247,0,0,,,,,,
2007,Alpine,14,Asthma (Age 2-17),0,238,0,0,,,,,,
2008,Alpine,14,Asthma (Age 2-17),0,223,0,0,,,,,,
2009,Alpine,14,Asthma (Age 2-17),0,223,0,0,,,,,,
2010,Alpine,14,Asthma (Age 2-17),0,237,0,0,,,,,,
2011,Alpine,14,Asthma (Age 2-17),0,193,0,0,,,,,,
2012,Alpine,14,Asthma (Age 2-17),0,220,0,0,,,,,,
2013,Alpine,14,Asthma (Age 2-17),0,224,0,0,,,,,,
2014,Alpine,14,Asthma (Age 2-17),0,213,0,0,,,,,,
2015,Alpine,14,Asthma (Age 2-17),0,172,0,0,,,,,,
2016,Alpine,14,Asthma (Age 2-17),,,,,0,178,0.0,0.0,,
2017,Alpine,14,Asthma (Age 2-17),,,,,0,191,0.0,0.0,,
2018,Alpine,14,Asthma (Age 2-17),,,,,0,178,0.0,0.0,,
2019,Alpine,14,Asthma (Age 2-17),,,,,0,186,0.0,0.0,,
2020,Alpine,14,Asthma (Age 2-17),,,,,0,192,0.0,0.0,,
2005,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,165,0,0,,,,,,
2006,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,191,0,0,,,,,,
2007,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,182,0,0,,,,,,
2008,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,174,0,0,,,,,,
2009,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,167,0,0,,,,,,
2010,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,176,0,0,,,,,,
2011,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,148,0,0,,,,,,
2012,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,176,0,0,,,,,,
2013,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,186,0,0,,,,,,
2014,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,164,0,0,,,,,,
2015,Alpine,15,Diabetes Short-term Complications (Age 6-17),0,144,0,0,,,,,,
2016,Alpine,15,Diabetes Short-term Complications (Age 6-17),,,,,0,145,0.0,0.0,,
2017,Alpine,15,Diabetes Short-term Complications (Age 6-17),,,,,0,157,0.0,0.0,,
2018,Alpine,15,Diabetes Short-term Complications (Age 6-17),,,,,0,144,0.0,0.0,,
2019,Alpine,15,Diabetes Short-term Complications (Age 6-17),,,,,0,149,0.0,0.0,,
2020,Alpine,15,Diabetes Short-term Complications (Age 6-17),,,,,0,152,0.0,0.0,,
2005,Alpine,16,Gastroenteritis (Age 3 months-17 years),,,844.6,837.1,,,,,,
2006,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,272,0,0,,,,,,
2007,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,262,0,0,,,,,,
2008,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,242,0,0,,,,,,
2009,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,247,0,0,,,,,,
2010,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,264,0,0,,,,,,
2011,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,211,0,0,,,,,,
2012,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,236,0,0,,,,,,
2013,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,237,0,0,,,,,,
2014,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,232,0,0,,,,,,
2015,Alpine,16,Gastroenteritis (Age 3 months-17 years),0,181,0,0,,,,,,
2016,Alpine,16,Gastroenteritis (Age 3 months-17 years),,,,,0,191,0.0,0.0,,
2017,Alpine,16,Gastroenteritis (Age 3 months-17 years),,,,,0,205,0.0,0.0,,
2018,Alpine,16,Gastroenteritis (Age 3 months-17 years),,,,,0,193,0.0,0.0,,
2019,Alpine,16,Gastroenteritis (Age 3 months-17 years),,,,,0,202,0.0,0.0,,
2020,Alpine,16,Gastroenteritis (Age 3 months-17 years),,,,,0,210,0.0,0.0,,
2005,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2006,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2007,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2008,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2009,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2010,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2011,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2012,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2013,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2014,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2015,Alpine,17,Perforated Appendix (Age 1-17),,,,,,,,,,
2005,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,237,0,0,,,,,,
2006,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,272,0,0,,,,,,
2007,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,262,0,0,,,,,,
2008,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,242,0,0,,,,,,
2009,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,247,0,0,,,,,,
2010,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,264,0,0,,,,,,
2011,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,211,0,0,,,,,,
2012,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,236,0,0,,,,,,
2013,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,237,0,0,,,,,,
2014,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,232,0,0,,,,,,
2015,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),0,181,0,0,,,,,,
2016,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,191,0.0,0.0,,
2017,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,205,0.0,0.0,,
2018,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,193,0.0,0.0,,
2019,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,202,0.0,0.0,,
2020,Alpine,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,210,0.0,0.0,,
2005,Alpine,90,PDI Overall Composite (Age 6-17),0,165,0,0,,,,,,
2006,Alpine,90,PDI Overall Composite (Age 6-17),0,191,0,0,,,,,,
2007,Alpine,90,PDI Overall Composite (Age 6-17),0,182,0,0,,,,,,
2008,Alpine,90,PDI Overall Composite (Age 6-17),0,174,0,0,,,,,,
2009,Alpine,90,PDI Overall Composite (Age 6-17),0,167,0,0,,,,,,
2010,Alpine,90,PDI Overall Composite (Age 6-17),0,176,0,0,,,,,,
2011,Alpine,90,PDI Overall Composite (Age 6-17),0,148,0,0,,,,,,
2012,Alpine,90,PDI Overall Composite (Age 6-17),0,176,0,0,,,,,,
2013,Alpine,90,PDI Overall Composite (Age 6-17),0,186,0,0,,,,,,
2014,Alpine,90,PDI Overall Composite (Age 6-17),0,164,0,0,,,,,,
2015,Alpine,90,PDI Overall Composite (Age 6-17),0,144,0,0,,,,,,
2016,Alpine,90,PDI Overall Composite (Age 6-17),,,,,0,145,0.0,0.0,,
2017,Alpine,90,PDI Overall Composite (Age 6-17),,,,,0,157,0.0,0.0,,
2018,Alpine,90,PDI Overall Composite (Age 6-17),,,,,0,144,0.0,0.0,,
2019,Alpine,90,PDI Overall Composite (Age 6-17),,,,,0,149,0.0,0.0,,
2020,Alpine,90,PDI Overall Composite (Age 6-17),,,,,0,152,0.0,0.0,,
2005,Alpine,91,PDI Acute Composite (Age 6-17),0,165,0,0,,,,,,
2006,Alpine,91,PDI Acute Composite (Age 6-17),0,191,0,0,,,,,,
2007,Alpine,91,PDI Acute Composite (Age 6-17),0,182,0,0,,,,,,
2008,Alpine,91,PDI Acute Composite (Age 6-17),0,174,0,0,,,,,,
2009,Alpine,91,PDI Acute Composite (Age 6-17),0,167,0,0,,,,,,
2010,Alpine,91,PDI Acute Composite (Age 6-17),0,176,0,0,,,,,,
2011,Alpine,91,PDI Acute Composite (Age 6-17),0,148,0,0,,,,,,
2012,Alpine,91,PDI Acute Composite (Age 6-17),0,176,0,0,,,,,,
2013,Alpine,91,PDI Acute Composite (Age 6-17),0,186,0,0,,,,,,
2014,Alpine,91,PDI Acute Composite (Age 6-17),0,164,0,0,,,,,,
2015,Alpine,91,PDI Acute Composite (Age 6-17),0,144,0,0,,,,,,
2016,Alpine,91,PDI Acute Composite (Age 6-17),,,,,0,145,0.0,0.0,,
2017,Alpine,91,PDI Acute Composite (Age 6-17),,,,,0,157,0.0,0.0,,
2018,Alpine,91,PDI Acute Composite (Age 6-17),,,,,0,144,0.0,0.0,,
2019,Alpine,91,PDI Acute Composite (Age 6-17),,,,,0,149,0.0,0.0,,
2020,Alpine,91,PDI Acute Composite (Age 6-17),,,,,0,152,0.0,0.0,,
2005,Alpine,92,PDI Chronic Composite (Age 6-17),0,165,0,0,,,,,,
2006,Alpine,92,PDI Chronic Composite (Age 6-17),0,191,0,0,,,,,,
2007,Alpine,92,PDI Chronic Composite (Age 6-17),0,182,0,0,,,,,,
2008,Alpine,92,PDI Chronic Composite (Age 6-17),0,174,0,0,,,,,,
2009,Alpine,92,PDI Chronic Composite (Age 6-17),0,167,0,0,,,,,,
2010,Alpine,92,PDI Chronic Composite (Age 6-17),0,176,0,0,,,,,,
2011,Alpine,92,PDI Chronic Composite (Age 6-17),0,148,0,0,,,,,,
2012,Alpine,92,PDI Chronic Composite (Age 6-17),0,176,0,0,,,,,,
2013,Alpine,92,PDI Chronic Composite (Age 6-17),0,186,0,0,,,,,,
2014,Alpine,92,PDI Chronic Composite (Age 6-17),0,164,0,0,,,,,,
2015,Alpine,92,PDI Chronic Composite (Age 6-17),0,144,0,0,,,,,,
2016,Alpine,92,PDI Chronic Composite (Age 6-17),,,,,0,145,0.0,0.0,,
2017,Alpine,92,PDI Chronic Composite (Age 6-17),,,,,0,157,0.0,0.0,,
2018,Alpine,92,PDI Chronic Composite (Age 6-17),,,,,0,144,0.0,0.0,,
2019,Alpine,92,PDI Chronic Composite (Age 6-17),,,,,0,149,0.0,0.0,,
2020,Alpine,92,PDI Chronic Composite (Age 6-17),,,,,0,152,0.0,0.0,,
2005,Amador,9,Low Birth Weight (<2500 grams),11,298,36.9,36.8,,,,,,
2006,Amador,9,Low Birth Weight (<2500 grams),13,296,43.9,44,,,,,,
2007,Amador,9,Low Birth Weight (<2500 grams),15,305,49.2,49.2,,,,,,
2008,Amador,9,Low Birth Weight (<2500 grams),,,30.3,30.2,,,,,,
2009,Amador,9,Low Birth Weight (<2500 grams),,,32.9,32.9,,,,,,
2010,Amador,9,Low Birth Weight (<2500 grams),,,31.8,32,,,,,,
2011,Amador,9,Low Birth Weight (<2500 grams),13,276,47.1,47.3,,,,,,
2012,Amador,9,Low Birth Weight (<2500 grams),14,292,47.9,48.2,,,,,,
2013,Amador,9,Low Birth Weight (<2500 grams),16,267,59.9,60.1,,,,,,
2014,Amador,9,Low Birth Weight (<2500 grams),18,296,60.8,60.7,,,,,,
2015,Amador,9,Low Birth Weight (<2500 grams),14,229,61.1,61.3,,,,,,
2005,Amador,14,Asthma (Age 2-17),,,78.4,87.6,,,,,,
2006,Amador,14,Asthma (Age 2-17),,,15.8,17.5,,,,,,
2007,Amador,14,Asthma (Age 2-17),,,16,17.5,,,,,,
2008,Amador,14,Asthma (Age 2-17),,,33.1,35.9,,,,,,
2009,Amador,14,Asthma (Age 2-17),,,51,54.9,,,,,,
2010,Amador,14,Asthma (Age 2-17),,,34.8,37.5,,,,,,
2011,Amador,14,Asthma (Age 2-17),,,53.3,57.4,,,,,,
2012,Amador,14,Asthma (Age 2-17),,,57.8,60.8,,,,,,
2013,Amador,14,Asthma (Age 2-17),,,118.1,123.4,,,,,,
2014,Amador,14,Asthma (Age 2-17),0,"5,236",0,0,,,,,,
2015,Amador,14,Asthma (Age 2-17),,,56,56.6,,,,,,
2016,Amador,14,Asthma (Age 2-17),,,,,,,38.2,43.2,1,Cell suppressed for small numbers
2017,Amador,14,Asthma (Age 2-17),,,,,0,"5,236",0.0,0.0,,
2018,Amador,14,Asthma (Age 2-17),,,,,0,"5,276",0.0,0.0,,
2019,Amador,14,Asthma (Age 2-17),,,,,,,18.6,20.7,1,Cell suppressed for small numbers
2020,Amador,14,Asthma (Age 2-17),,,,,0,"5,404",0.0,0.0,,
2005,Amador,15,Diabetes Short-term Complications (Age 6-17),,,19.3,18.3,,,,,,
2006,Amador,15,Diabetes Short-term Complications (Age 6-17),,,58.8,55.5,,,,,,
2007,Amador,15,Diabetes Short-term Complications (Age 6-17),,,79.7,75.2,,,,,,
2008,Amador,15,Diabetes Short-term Complications (Age 6-17),,,20.8,19.8,,,,,,
2009,Amador,15,Diabetes Short-term Complications (Age 6-17),,,43,41.1,,,,,,
2010,Amador,15,Diabetes Short-term Complications (Age 6-17),0,"4,567",0,0,,,,,,
2011,Amador,15,Diabetes Short-term Complications (Age 6-17),,,44.8,42.9,,,,,,
2012,Amador,15,Diabetes Short-term Complications (Age 6-17),,,24.5,23.8,,,,,,
2013,Amador,15,Diabetes Short-term Complications (Age 6-17),,,50.2,48.7,,,,,,
2014,Amador,15,Diabetes Short-term Complications (Age 6-17),0,"4,101",0,0,,,,,,
2015,Amador,15,Diabetes Short-term Complications (Age 6-17),,,36.3,35.7,,,,,,
2016,Amador,15,Diabetes Short-term Complications (Age 6-17),,,,,,,50.2,47.2,1,Cell suppressed for small numbers
2017,Amador,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"3,973",0.0,0.0,,
2018,Amador,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"3,988",0.0,0.0,,
2019,Amador,15,Diabetes Short-term Complications (Age 6-17),,,,,0,"4,079",0.0,0.0,,
2020,Amador,15,Diabetes Short-term Complications (Age 6-17),,,,,,,24.4,23.3,1,Cell suppressed for small numbers
2005,Amador,16,Gastroenteritis (Age 3 months-17 years),,,14.6,16.6,,,,,,
2006,Amador,16,Gastroenteritis (Age 3 months-17 years),,,88,98.6,,,,,,
2007,Amador,16,Gastroenteritis (Age 3 months-17 years),,,132.4,145.1,,,,,,
2008,Amador,16,Gastroenteritis (Age 3 months-17 years),,,91.5,99.1,,,,,,
2009,Amador,16,Gastroenteritis (Age 3 months-17 years),,,46.9,50.2,,,,,,
2010,Amador,16,Gastroenteritis (Age 3 months-17 years),0,"6,251",0,0,,,,,,
2011,Amador,16,Gastroenteritis (Age 3 months-17 years),,,16.3,17.6,,,,,,
2012,Amador,16,Gastroenteritis (Age 3 months-17 years),,,53.1,56,,,,,,
2013,Amador,16,Gastroenteritis (Age 3 months-17 years),,,54.1,56.7,,,,,,
2014,Amador,16,Gastroenteritis (Age 3 months-17 years),,,17.5,18.3,,,,,,
2015,Amador,16,Gastroenteritis (Age 3 months-17 years),,,25.5,25.8,,,,,,
2016,Amador,16,Gastroenteritis (Age 3 months-17 years),,,,,,,51.9,53.5,1,Cell suppressed for small numbers
2017,Amador,16,Gastroenteritis (Age 3 months-17 years),,,,,0,"5,793",0.0,0.0,,
2018,Amador,16,Gastroenteritis (Age 3 months-17 years),,,,,,,34.2,34.8,1,Cell suppressed for small numbers
2019,Amador,16,Gastroenteritis (Age 3 months-17 years),,,,,0,"5,929",0.0,0.0,,
2020,Amador,16,Gastroenteritis (Age 3 months-17 years),,,,,0,"5,960",0.0,0.0,,
2005,Amador,17,Perforated Appendix (Age 1-17),,,90.9,99.7,,,,,,
2006,Amador,17,Perforated Appendix (Age 1-17),0,<11,0,0,,,,,,
2007,Amador,17,Perforated Appendix (Age 1-17),,,111.1,105.4,,,,,,
2008,Amador,17,Perforated Appendix (Age 1-17),,,166.7,190.9,,,,,,
2009,Amador,17,Perforated Appendix (Age 1-17),0,<11,0,0,,,,,,
2010,Amador,17,Perforated Appendix (Age 1-17),,,100,101.9,,,,,,
2011,Amador,17,Perforated Appendix (Age 1-17),,,333.3,330,,,,,,
2012,Amador,17,Perforated Appendix (Age 1-17),,,333.3,348.8,,,,,,
2013,Amador,17,Perforated Appendix (Age 1-17),0,<11,0,,,,,,,
2014,Amador,17,Perforated Appendix (Age 1-17),,,400,426,,,,,,
2015,Amador,17,Perforated Appendix (Age 1-17),,,400,359.9,,,,,,
2005,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,58.2,64,,,,,,
2006,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,58.6,63.8,,,,,,
2007,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,73.6,77.6,,,,,,
2008,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,30.5,31.9,,,,,,
2009,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,46.9,48.2,,,,,,
2010,Amador,18,Urinary Tract Infection (Age 3 months-17 years),0,"6,251",0,0,,,,,,
2011,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,32.7,33.5,,,,,,
2012,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,17.7,17.8,,,,,,
2013,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,18,18.1,,,,,,
2014,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,52.5,51.8,,,,,,
2015,Amador,18,Urinary Tract Infection (Age 3 months-17 years),0,"3,920",0,0,,,,,,
2016,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,86.5,86.7,1,Cell suppressed for small numbers
2017,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,"5,793",0.0,0.0,,
2018,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,"5,843",0.0,0.0,,
2019,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,"5,929",0.0,0.0,,
2020,Amador,18,Urinary Tract Infection (Age 3 months-17 years),,,,,0,"5,960",0.0,0.0,,
2005,Amador,90,PDI Overall Composite (Age 6-17),,,115.8,119.1,,,,,,
2006,Amador,90,PDI Overall Composite (Age 6-17),,,137.2,140.9,,,,,,
2007,Amador,90,PDI Overall Composite (Age 6-17),11,"5,020",219.1,224.7,,,,,,
2008,Amador,90,PDI Overall Composite (Age 6-17),,,124.9,127.3,,,,,,
2009,Amador,90,PDI Overall Composite (Age 6-17),,,107.5,109.3,,,,,,
2010,Amador,90,PDI Overall Composite (Age 6-17),,,21.9,22.3,,,,,,
2011,Amador,90,PDI Overall Composite (Age 6-17),,,134.4,136.4,,,,,,
2012,Amador,90,PDI Overall Composite (Age 6-17),,,98.1,98.1,,,,,,
2013,Amador,90,PDI Overall Composite (Age 6-17),,,200.9,200.4,,,,,,
2014,Amador,90,PDI Overall Composite (Age 6-17),,,48.8,48.8,,,,,,
2015,Amador,90,PDI Overall Composite (Age 6-17),,,72.6,71.6,,,,,,
2016,Amador,90,PDI Overall Composite (Age 6-17),,,,,,,150.5,157.9,1,Cell suppressed for small numbers
2017,Amador,90,PDI Overall Composite (Age 6-17),,,,,0,"3,973",0.0,0.0,,
2018,Amador,90,PDI Overall Composite (Age 6-17),,,,,,,50.1,52.4,1,Cell suppressed for small numbers
2019,Amador,90,PDI Overall Composite (Age 6-17),,,,,0,"4,079",0.0,0.0,,
2020,Amador,90,PDI Overall Composite (Age 6-17),,,,,,,24.4,25.3,1,Cell suppressed for small numbers
2005,Amador,91,PDI Acute Composite (Age 6-17),,,57.9,59,,,,,,
2006,Amador,91,PDI Acute Composite (Age 6-17),,,78.4,79.8,,,,,,
2007,Amador,91,PDI Acute Composite (Age 6-17),,,119.5,120.8,,,,,,
2008,Amador,91,PDI Acute Composite (Age 6-17),,,83.3,83.9,,,,,,
2009,Amador,91,PDI Acute Composite (Age 6-17),,,64.5,64.5,,,,,,
2010,Amador,91,PDI Acute Composite (Age 6-17),0,"4,567",0,0,,,,,,
2011,Amador,91,PDI Acute Composite (Age 6-17),,,44.8,44.7,,,,,,
2012,Amador,91,PDI Acute Composite (Age 6-17),,,49.1,48.1,,,,,,
2013,Amador,91,PDI Acute Composite (Age 6-17),,,50.2,49.3,,,,,,
2014,Amador,91,PDI Acute Composite (Age 6-17),,,48.8,47.5,,,,,,
2015,Amador,91,PDI Acute Composite (Age 6-17),,,36.3,35.2,,,,,,
2016,Amador,91,PDI Acute Composite (Age 6-17),,,,,,,75.3,78.4,1,Cell suppressed for small numbers
2017,Amador,91,PDI Acute Composite (Age 6-17),,,,,0,"3,973",0.0,0.0,,
2018,Amador,91,PDI Acute Composite (Age 6-17),,,,,,,50.1,53.0,1,Cell suppressed for small numbers
2019,Amador,91,PDI Acute Composite (Age 6-17),,,,,0,"4,079",0.0,0.0,,
2020,Amador,91,PDI Acute Composite (Age 6-17),,,,,0,"4,105",0.0,0.0,,
2005,Amador,92,PDI Chronic Composite (Age 6-17),,,57.9,59.8,,,,,,
2006,Amador,92,PDI Chronic Composite (Age 6-17),,,58.8,60.6,,,,,,
2007,Amador,92,PDI Chronic Composite (Age 6-17),,,99.6,102.7,,,,,,
2008,Amador,92,PDI Chronic Composite (Age 6-17),,,41.6,42.6,,,,,,
2009,Amador,92,PDI Chronic Composite (Age 6-17),,,43,44,,,,,,
2010,Amador,92,PDI Chronic Composite (Age 6-17),,,21.9,22.4,,,,,,
2011,Amador,92,PDI Chronic Composite (Age 6-17),,,89.6,91.6,,,,,,
2012,Amador,92,PDI Chronic Composite (Age 6-17),,,49.1,49.4,,,,,,
2013,Amador,92,PDI Chronic Composite (Age 6-17),,,150.7,151.3,,,,,,
2014,Amador,92,PDI Chronic Composite (Age 6-17),0,"4,101",0,0,,,,,,
2015,Amador,92,PDI Chronic Composite (Age 6-17),,,36.3,36.1,,,,,,
2016,Amador,92,PDI Chronic Composite (Age 6-17),,,,,,,75.3,79.1,1,Cell suppressed for small numbers
2017,Amador,92,PDI Chronic Composite (Age 6-17),,,,,0,"3,973",0.0,0.0,,
2018,Amador,92,PDI Chronic Composite (Age 6-17),,,,,0,"3,988",0.0,0.0,,
2019,Amador,92,PDI Chronic Composite (Age 6-17),,,,,0,"4,079",0.0,0.0,,
2020,Amador,92,PDI Chronic Composite (Age 6-17),,,,,,,24.4,25.3,1,Cell suppressed for small numbers
2005,Butte,9,Low Birth Weight (<2500 grams),135,"2,416",55.9,55.9,,,,,,
2006,Butte,9,Low Birth Weight (<2500 grams),136,"2,599",52.3,52.4,,,,,,
2007,Butte,9,Low Birth Weight (<2500 grams),139,"2,507",55.4,55.4,,,,,,
2008,Butte,9,Low Birth Weight (<2500 grams),106,"2,506",42.3,42.3,,,,,,
2009,Butte,9,Low Birth Weight (<2500 grams),116,"2,411",48.1,48,,,,,,
2010,Butte,9,Low Birth Weight (<2500 grams),124,"2,429",51,51.1,,,,,,
2011,Butte,9,Low Birth Weight (<2500 grams),116,"2,356",49.2,49.4,,,,,,
2012,Butte,9,Low Birth Weight (<2500 grams),122,"2,383",51.2,51.1,,,,,,
2013,Butte,9,Low Birth Weight (<2500 grams),133,"2,365",56.2,56.2,,,,,,
2014,Butte,9,Low Birth Weight (<2500 grams),166,"2,452",67.7,67.8,,,,,,
2015,Butte,9,Low Birth Weight (<2500 grams),105,"1,816",57.8,57.8,,,,,,
2005,Butte,14,Asthma (Age 2-17),20,"44,813",44.6,47.9,,,,,,
2006,Butte,14,Asthma (Age 2-17),24,"44,729",53.7,57.3,,,,,,
2007,Butte,14,Asthma (Age 2-17),34,"44,430",76.5,81.1,,,,,,
2008,Butte,14,Asthma (Age 2-17),31,"44,277",70,73.4,,,,,,
2009,Butte,14,Asthma (Age 2-17),27,"44,056",61.3,63.8,,,,,,
2010,Butte,14,Asthma (Age 2-17),57,"43,554",130.9,135.8,,,,,,
2011,Butte,14,Asthma (Age 2-17),28,"42,777",65.5,68,,,,,,
2012,Butte,14,Asthma (Age 2-17),31,"42,069",73.7,74.8,,,,,,
2013,Butte,14,Asthma (Age 2-17),36,"41,950",85.8,87,,,,,,
2014,Butte,14,Asthma (Age 2-17),43,"41,997",102.4,104.5,,,,,,
2015,Butte,14,Asthma (Age 2-17),35,"31,025",112.8,113.2,,,,,,
2016,Butte,14,Asthma (Age 2-17),,,,,26,"40,511",64.2,44.4,,
2017,Butte,14,Asthma (Age 2-17),,,,,21,"40,760",51.5,35.6,,
2018,Butte,14,Asthma (Age 2-17),,,,,21,"40,937",51.3,35.3,,
2019,Butte,14,Asthma (Age 2-17),,,,,26,"39,392",66.0,45.6,,
2020,Butte,14,Asthma (Age 2-17),,,,,,,26.1,18.1,1,Cell suppressed for small numbers
2005,Butte,15,Diabetes Short-term Complications (Age 6-17),22,"35,424",62.1,58.1,,,,,,
2006,Butte,15,Diabetes Short-term Complications (Age 6-17),14,"35,198",39.8,37.2,,,,,,
2007,Butte,15,Diabetes Short-term Complications (Age 6-17),14,"34,759",40.3,37.7,,,,,,
2008,Butte,15,Diabetes Short-term Complications (Age 6-17),20,"34,391",58.2,54.6,,,,,,
2009,Butte,15,Diabetes Short-term Complications (Age 6-17),15,"34,089",44,41.6,,,,,,
2010,Butte,15,Diabetes Short-term Complications (Age 6-17),13,"33,658",38.6,36.6,,,,,,
2011,Butte,15,Diabetes Short-term Complications (Age 6-17),18,"33,062",54.4,51.6,,,,,,
2012,Butte,15,Diabetes Short-term Complications (Age 6-17),15,"32,284",46.5,44.8,,,,,,
2013,Butte,15,Diabetes Short-term Complications (Age 6-17),13,"32,196",40.4,39.1,,,,,,
2014,Butte,15,Diabetes Short-term Complications (Age 6-17),15,"32,102",46.7,44.5,,,,,,
2015,Butte,15,Diabetes Short-term Complications (Age 6-17),,,16.8,16.5,,,,,,
2016,Butte,15,Diabetes Short-term Complications (Age 6-17),,,,,,,29.5,23.1,1,Cell suppressed for small numbers
2017,Butte,15,Diabetes Short-term Complications (Age 6-17),,,,,,,19.5,15.3,1,Cell suppressed for small numbers
