Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2005,Alpine,8,Heart Failure,1,979,102.1,116.8,,,,,,
2006,Alpine,8,Heart Failure,0,1001,0.0,0.0,,,,,,
2007,Alpine,8,Heart Failure,0,1009,0.0,0.0,,,,,,
2008,Alpine,8,Heart Failure,1,957,104.5,108.6,,,,,,
2009,Alpine,8,Heart Failure,1,947,105.6,113.7,,,,,,
2010,Alpine,8,Heart Failure,0,895,0.0,0.0,,,,,,
2011,Alpine,8,Heart Failure,0,888,0.0,0.0,,,,,,
2012,Alpine,8,Heart Failure,1,2975,33.6,101.2,,,,,,
2013,Alpine,8,Heart Failure,0,2967,0.0,0.0,,,,,,
2014,Alpine,8,Heart Failure,0,2018,0.0,0.0,,,,,,
2015,Alpine,8,Heart Failure,0,3000,0.0,0.0,,,,,,
2016,Alpine,8,Heart Failure,,,,,0,860,0.0,0,,
2017,Alpine,8,Heart Failure,,,,,0,909,0.0,0,,
2018,Alpine,8,Heart Failure,,,,,1,886,112.9,72.64282569,,
2019,Alpine,8,Heart Failure,,,,,0,909,0.0,0,,
2020,Alpine,8,Heart Failure,,,,,0,907,0.0,0,,
2005,Alpine,10,Dehydration,0,979,0.0,0.0,,,,,,
2006,Alpine,10,Dehydration,0,1001,0.0,0.0,,,,,,
2007,Alpine,10,Dehydration,2,1009,198.2,226.7,,,,,,
2008,Alpine,10,Dehydration,0,957,0.0,0.0,,,,,,
2009,Alpine,10,Dehydration,0,947,0.0,0.0,,,,,,
2010,Alpine,10,Dehydration,1,895,111.7,125.3,,,,,,
2011,Alpine,10,Dehydration,0,888,0.0,0.0,,,,,,
2012,Alpine,10,Dehydration,0,2975,0.0,0.0,,,,,,
2013,Alpine,10,Dehydration,0,2967,0.0,0.0,,,,,,
2014,Alpine,10,Dehydration,0,2018,0.0,0.0,,,,,,
2015,Alpine,10,Dehydration,1,3000,33.3,77.9,,,,,,
2005,Alpine,11,Community-Acquired Pneumonia,1,979,102.1,114.2,,,,,,
2006,Alpine,11,Community-Acquired Pneumonia,1,1001,99.9,118.6,,,,,,
2007,Alpine,11,Community-Acquired Pneumonia,2,1009,198.2,223.7,,,,,,
2008,Alpine,11,Community-Acquired Pneumonia,0,957,0.0,0.0,,,,,,
2009,Alpine,11,Community-Acquired Pneumonia,0,947,0.0,0.0,,,,,,
2010,Alpine,11,Community-Acquired Pneumonia,3,895,335.2,369.2,,,,,,
2011,Alpine,11,Community-Acquired Pneumonia,0,888,0.0,0.0,,,,,,
2012,Alpine,11,Community-Acquired Pneumonia,1,2975,33.6,82.4,,,,,,
2013,Alpine,11,Community-Acquired Pneumonia,0,2967,0.0,0.0,,,,,,
2014,Alpine,11,Community-Acquired Pneumonia,0,2018,0.0,0.0,,,,,,
2015,Alpine,11,Community-Acquired Pneumonia,0,3000,0.0,0.0,,,,,,
2016,Alpine,11,Community-Acquired Pneumonia,,,,,0,860,0.0,0,,
2017,Alpine,11,Community-Acquired Pneumonia,,,,,0,909,0.0,0,,
2018,Alpine,11,Community-Acquired Pneumonia,,,,,1,886,112.9,74.11988184,,
2019,Alpine,11,Community-Acquired Pneumonia,,,,,0,909,0.0,0,,
2020,Alpine,11,Community-Acquired Pneumonia,,,,,1,907,110.3,75.2214328,,
2005,Alpine,12,Urinary Tract Infection,0,979,0.0,0.0,,,,,,
2006,Alpine,12,Urinary Tract Infection,0,1001,0.0,0.0,,,,,,
2007,Alpine,12,Urinary Tract Infection,0,1009,0.0,0.0,,,,,,
2008,Alpine,12,Urinary Tract Infection,0,957,0.0,0.0,,,,,,
2009,Alpine,12,Urinary Tract Infection,0,947,0.0,0.0,,,,,,
2010,Alpine,12,Urinary Tract Infection,0,895,0.0,0.0,,,,,,
2011,Alpine,12,Urinary Tract Infection,0,888,0.0,0.0,,,,,,
2012,Alpine,12,Urinary Tract Infection,0,2975,0.0,0.0,,,,,,
2013,Alpine,12,Urinary Tract Infection,0,2967,0.0,0.0,,,,,,
2014,Alpine,12,Urinary Tract Infection,0,2018,0.0,0.0,,,,,,
2015,Alpine,12,Urinary Tract Infection,0,3000,0.0,0.0,,,,,,
2016,Alpine,12,Urinary Tract Infection,,,,,2,860,232.6,191.1994969,,
2017,Alpine,12,Urinary Tract Infection,,,,,0,909,0.0,0,,
2018,Alpine,12,Urinary Tract Infection,,,,,0,886,0.0,0,,
2019,Alpine,12,Urinary Tract Infection,,,,,0,909,0.0,0,,
2020,Alpine,12,Urinary Tract Infection,,,,,0,907,0.0,0,,
2005,Alpine,13,Angina without Procedure,0,979,0.0,0.0,,,,,,
2006,Alpine,13,Angina without Procedure,0,1001,0.0,0.0,,,,,,
2007,Alpine,13,Angina without Procedure,0,1009,0.0,0.0,,,,,,
2008,Alpine,13,Angina without Procedure,0,957,0.0,0.0,,,,,,
2009,Alpine,13,Angina without Procedure,0,947,0.0,0.0,,,,,,
2010,Alpine,13,Angina without Procedure,0,895,0.0,0.0,,,,,,
2011,Alpine,13,Angina without Procedure,0,888,0.0,0.0,,,,,,
2012,Alpine,13,Angina without Procedure,0,2975,0.0,0.0,,,,,,
2013,Alpine,13,Angina without Procedure,0,2967,0.0,0.0,,,,,,
2014,Alpine,13,Angina without Procedure,0,2018,0.0,0.0,,,,,,
2015,Alpine,13,Angina without Procedure,0,3000,0.0,0.0,,,,,,
2005,Alpine,14,Uncontrolled Diabetes,0,979,0.0,0.0,,,,,,
2006,Alpine,14,Uncontrolled Diabetes,0,1001,0.0,0.0,,,,,,
2007,Alpine,14,Uncontrolled Diabetes,0,1009,0.0,0.0,,,,,,
2008,Alpine,14,Uncontrolled Diabetes,0,957,0.0,0.0,,,,,,
2009,Alpine,14,Uncontrolled Diabetes,0,947,0.0,0.0,,,,,,
2010,Alpine,14,Uncontrolled Diabetes,0,895,0.0,0.0,,,,,,
2011,Alpine,14,Uncontrolled Diabetes,0,888,0.0,0.0,,,,,,
2012,Alpine,14,Uncontrolled Diabetes,0,2975,0.0,0.0,,,,,,
2013,Alpine,14,Uncontrolled Diabetes,0,2967,0.0,0.0,,,,,,
2014,Alpine,14,Uncontrolled Diabetes,0,2018,0.0,0.0,,,,,,
2015,Alpine,14,Uncontrolled Diabetes,0,3000,0.0,0.0,,,,,,
2016,Alpine,14,Uncontrolled Diabetes,,,,,0,860,0.0,0,,
2017,Alpine,14,Uncontrolled Diabetes,,,,,0,909,0.0,0,,
2018,Alpine,14,Uncontrolled Diabetes,,,,,0,886,0.0,0,,
2019,Alpine,14,Uncontrolled Diabetes,,,,,0,909,0.0,0,,
2020,Alpine,14,Uncontrolled Diabetes,,,,,0,907,0.0,0,,
2005,Alpine,15,Asthma in Younger Adults (Age 18-39),0,281,0.0,0.0,,,,,,
2006,Alpine,15,Asthma in Younger Adults (Age 18-39),,,339.0,338.5,,,,,,
2007,Alpine,15,Asthma in Younger Adults (Age 18-39),0,280,0.0,0.0,,,,,,
2008,Alpine,15,Asthma in Younger Adults (Age 18-39),0,245,0.0,0.0,,,,,,
2009,Alpine,15,Asthma in Younger Adults (Age 18-39),0,235,0.0,0.0,,,,,,
2010,Alpine,15,Asthma in Younger Adults (Age 18-39),0,223,0.0,0.0,,,,,,
2011,Alpine,15,Asthma in Younger Adults (Age 18-39),0,208,0.0,0.0,,,,,,
2012,Alpine,15,Asthma in Younger Adults (Age 18-39),0,2296,0.0,0.0,,,,,,
2013,Alpine,15,Asthma in Younger Adults (Age 18-39),0,2272,0.0,0.0,,,,,,
2014,Alpine,15,Asthma in Younger Adults (Age 18-39),0,1298,0.0,0.0,,,,,,
2015,Alpine,15,Asthma in Younger Adults (Age 18-39),0,2460,0.0,0.0,,,,,,
2016,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,206,0.0,0,,
2017,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,246,0.0,0,,
2018,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,228,0.0,0,,
2019,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,258,0.0,0,,
2020,Alpine,15,Asthma in Younger Adults (Age 18-39),,,,,0,263,0.0,0,,
2005,Alpine,16,Lower-Extremity Amputation (Diabetes),0,979,0.0,0.0,,,,,,
2006,Alpine,16,Lower-Extremity Amputation (Diabetes),0,1001,0.0,0.0,,,,,,
2007,Alpine,16,Lower-Extremity Amputation (Diabetes),0,1009,0.0,0.0,,,,,,
2008,Alpine,16,Lower-Extremity Amputation (Diabetes),0,957,0.0,0.0,,,,,,
2009,Alpine,16,Lower-Extremity Amputation (Diabetes),0,947,0.0,0.0,,,,,,
2010,Alpine,16,Lower-Extremity Amputation (Diabetes),0,895,0.0,0.0,,,,,,
2011,Alpine,16,Lower-Extremity Amputation (Diabetes),0,888,0.0,0.0,,,,,,
2012,Alpine,16,Lower-Extremity Amputation (Diabetes),0,2975,0.0,0.0,,,,,,
2013,Alpine,16,Lower-Extremity Amputation (Diabetes),0,2967,0.0,0.0,,,,,,
2014,Alpine,16,Lower-Extremity Amputation (Diabetes),0,2018,0.0,0.0,,,,,,
2015,Alpine,16,Lower-Extremity Amputation (Diabetes),0,3000,0.0,0.0,,,,,,
2016,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,860,0.0,0,,
2017,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,909,0.0,0,,
2018,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,886,0.0,0,,
2019,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,1,909,110.0,62.92690882,,
2020,Alpine,16,Lower-Extremity Amputation (Diabetes),,,,,0,907,0.0,0,,
2005,Alpine,90,Prevention Quality Overall Composite,3,979,306.4,332.7,,,,,,
2006,Alpine,90,Prevention Quality Overall Composite,2,1001,199.8,226.9,,,,,,
2007,Alpine,90,Prevention Quality Overall Composite,4,1009,396.4,430.2,,,,,,
2008,Alpine,90,Prevention Quality Overall Composite,1,957,104.5,105.3,,,,,,
2009,Alpine,90,Prevention Quality Overall Composite,2,947,211.2,216.6,,,,,,
2010,Alpine,90,Prevention Quality Overall Composite,4,895,446.9,473.3,,,,,,
2011,Alpine,90,Prevention Quality Overall Composite,1,888,112.6,107.2,,,,,,
2012,Alpine,90,Prevention Quality Overall Composite,2,2975,67.2,148.5,,,,,,
2013,Alpine,90,Prevention Quality Overall Composite,2,2967,67.4,142.6,,,,,,
2014,Alpine,90,Prevention Quality Overall Composite,0,2018,0.0,0.0,,,,,,
2015,Alpine,90,Prevention Quality Overall Composite,1,3000,33.3,76.8,,,,,,
2016,Alpine,90,Prevention Quality Overall Composite,,,,,,,348.4,235.3229749,1,Cell suppressed for small numbers
2017,Alpine,90,Prevention Quality Overall Composite,,,,,,,220.0,150.9017398,1,Cell suppressed for small numbers
2018,Alpine,90,Prevention Quality Overall Composite,,,,,,,338.6,221.6924294,1,Cell suppressed for small numbers
2019,Alpine,90,Prevention Quality Overall Composite,,,,,,,110.0,72.54007081,1,Cell suppressed for small numbers
2020,Alpine,90,Prevention Quality Overall Composite,,,,,,,220.5,149.2197357,1,Cell suppressed for small numbers
2005,Alpine,91,Prevention Quality Acute Composite,1,979,102.1,119.4,,,,,,
2006,Alpine,91,Prevention Quality Acute Composite,1,1001,99.9,123.7,,,,,,
2007,Alpine,91,Prevention Quality Acute Composite,4,1009,396.4,469.0,,,,,,
2008,Alpine,91,Prevention Quality Acute Composite,0,957,0.0,0.0,,,,,,
2009,Alpine,91,Prevention Quality Acute Composite,0,947,0.0,0.0,,,,,,
2010,Alpine,91,Prevention Quality Acute Composite,4,895,446.9,522.8,,,,,,
2011,Alpine,91,Prevention Quality Acute Composite,0,888,0.0,0.0,,,,,,
2012,Alpine,91,Prevention Quality Acute Composite,1,2975,33.6,76.6,,,,,,
2013,Alpine,91,Prevention Quality Acute Composite,0,2967,0.0,0.0,,,,,,
2014,Alpine,91,Prevention Quality Acute Composite,0,2018,0.0,0.0,,,,,,
2015,Alpine,91,Prevention Quality Acute Composite,1,3000,33.3,76.8,,,,,,
2016,Alpine,91,Prevention Quality Acute Composite,,,,,2,860,232.6,172.0081988,,
2017,Alpine,91,Prevention Quality Acute Composite,,,,,0,909,0.0,0,,
2018,Alpine,91,Prevention Quality Acute Composite,,,,,1,886,112.9,78.89486078,,
2019,Alpine,91,Prevention Quality Acute Composite,,,,,0,909,0.0,0,,
2020,Alpine,91,Prevention Quality Acute Composite,,,,,1,907,110.3,81.25516003,,
2005,Alpine,92,Prevention Quality Chronic Composite,2,979,204.3,212.3,,,,,,
2006,Alpine,92,Prevention Quality Chronic Composite,1,1001,99.9,107.8,,,,,,
2007,Alpine,92,Prevention Quality Chronic Composite,0,1009,0.0,0.0,,,,,,
2008,Alpine,92,Prevention Quality Chronic Composite,1,957,104.5,100.9,,,,,,
2009,Alpine,92,Prevention Quality Chronic Composite,2,947,211.2,206.1,,,,,,
2010,Alpine,92,Prevention Quality Chronic Composite,0,895,0.0,0.0,,,,,,
2011,Alpine,92,Prevention Quality Chronic Composite,1,888,112.6,102.5,,,,,,
2012,Alpine,92,Prevention Quality Chronic Composite,1,2975,33.6,72.8,,,,,,
2013,Alpine,92,Prevention Quality Chronic Composite,2,2967,67.4,140.2,,,,,,
2014,Alpine,92,Prevention Quality Chronic Composite,0,2018,0.0,0.0,,,,,,
2015,Alpine,92,Prevention Quality Chronic Composite,0,3000,0.0,0.0,,,,,,
2016,Alpine,92,Prevention Quality Chronic Composite,,,,,,,116.1,76.33673246,1,Cell suppressed for small numbers
2017,Alpine,92,Prevention Quality Chronic Composite,,,,,,,220.0,146.9853067,1,Cell suppressed for small numbers
2018,Alpine,92,Prevention Quality Chronic Composite,,,,,,,225.7,144.7350726,1,Cell suppressed for small numbers
2019,Alpine,92,Prevention Quality Chronic Composite,,,,,,,110.0,71.05355905,1,Cell suppressed for small numbers
2020,Alpine,92,Prevention Quality Chronic Composite,,,,,,,110.3,72.64340041,1,Cell suppressed for small numbers
2016,Alpine,93,Prevention Quality Diabetes Composite,,,,,0,860,0.0,0,,
2017,Alpine,93,Prevention Quality Diabetes Composite,,,,,1,909,110.0,75.63158577,,
2018,Alpine,93,Prevention Quality Diabetes Composite,,,,,1,886,112.9,76.75919518,,
2019,Alpine,93,Prevention Quality Diabetes Composite,,,,,1,909,110.0,75.46695361,,
2020,Alpine,93,Prevention Quality Diabetes Composite,,,,,1,907,110.3,76.04322553,,
2005,Amador,1,Diabetes Short-term Complications,12,31101,38.6,40.3,,,,,,
2006,Amador,1,Diabetes Short-term Complications,9,31460,28.6,30.0,,,,,,
2007,Amador,1,Diabetes Short-term Complications,13,31883,40.8,42.9,,,,,,
2008,Amador,1,Diabetes Short-term Complications,12,31619,38,40.2,,,,,,
2009,Amador,1,Diabetes Short-term Complications,5,31769,15.7,16.7,,,,,,
2010,Amador,1,Diabetes Short-term Complications,10,31720,31.5,33.7,,,,,,
2011,Amador,1,Diabetes Short-term Complications,9,31760,28.3,30.4,,,,,,
2012,Amador,1,Diabetes Short-term Complications,13,32614,39.9,41.9,,,,,,
2013,Amador,1,Diabetes Short-term Complications,21,32252,65.1,68.9,,,,,,
2014,Amador,1,Diabetes Short-term Complications,24,33225,72.2,77,,,,,,
2015,Amador,1,Diabetes Short-term Complications,11,24635,44.7,47.1,,,,,,
2016,Amador,1,Diabetes Short-term Complications,,,,,10,31586,31.7,35.45404652,,
2017,Amador,1,Diabetes Short-term Complications,,,,,11,32677,33.7,37.60974652,,
2018,Amador,1,Diabetes Short-term Complications,,,,,25,33425,74.8,83.52104878,,
2019,Amador,1,Diabetes Short-term Complications,,,,,26,33684,77.2,86.57295638,,
2020,Amador,1,Diabetes Short-term Complications,,,,,18,34043,52.9,59.51811657,,
2005,Amador,2,Perforated Appendix,11,40,27.5,27.4,,,,,,
2006,Amador,2,Perforated Appendix,5,20,25.0,24.1,,,,,,
2007,Amador,2,Perforated Appendix,8,25,32.0,27.9,,,,,,
2008,Amador,2,Perforated Appendix,7,30,23.3,24.5,,,,,,
2009,Amador,2,Perforated Appendix,9,41,22.0,21.2,,,,,,
2010,Amador,2,Perforated Appendix,17,36,47.2,40.1,,,,,,
2011,Amador,2,Perforated Appendix,10,25,40.0,31.9,,,,,,
2012,Amador,2,Perforated Appendix,6,22,27.3,23.4,,,,,,
2013,Amador,2,Perforated Appendix,11,25,44.0,39.5,,,,,,
2014,Amador,2,Perforated Appendix,10,16,62.5,45.2,,,,,,
2015,Amador,2,Perforated Appendix,17,28,60.7,55.3,,,,,,
2005,Amador,3,Diabetes Long-term Complications,26,31101,83.6,72.2,,,,,,
2006,Amador,3,Diabetes Long-term Complications,28,31460,89.0,76.3,,,,,,
2007,Amador,3,Diabetes Long-term Complications,18,31883,56.5,48.0,,,,,,
2008,Amador,3,Diabetes Long-term Complications,25,31619,79.1,66.3,,,,,,
2009,Amador,3,Diabetes Long-term Complications,14,31769,44.1,36.6,,,,,,
2010,Amador,3,Diabetes Long-term Complications,19,31720,59.9,49.2,,,,,,
2011,Amador,3,Diabetes Long-term Complications,18,31760,56.7,46.2,,,,,,
2012,Amador,3,Diabetes Long-term Complications,14,32614,42.9,35.9,,,,,,
2013,Amador,3,Diabetes Long-term Complications,15,32252,46.5,38.5,,,,,,
2014,Amador,3,Diabetes Long-term Complications,16,33224,48.2,39.2,,,,,,
2015,Amador,3,Diabetes Long-term Complications,21,24635,85.2,70.7,,,,,,
2016,Amador,3,Diabetes Long-term Complications,,,,,24,31586,76.0,63.40957045,,
2017,Amador,3,Diabetes Long-term Complications,,,,,28,32677,85.7,71.69274524,,
2018,Amador,3,Diabetes Long-term Complications,,,,,25,33425,74.8,62.69755989,,
2019,Amador,3,Diabetes Long-term Complications,,,,,27,33684,80.2,66.88235711,,
2020,Amador,3,Diabetes Long-term Complications,,,,,29,34043,85.2,70.9660807,,
2005,Amador,5,COPD or Asthma in Older Adults (Age 40+),71,22349,317.7,309.1,,,,,,
2006,Amador,5,COPD or Asthma in Older Adults (Age 40+),64,22756,281.2,273.7,,,,,,
2007,Amador,5,COPD or Asthma in Older Adults (Age 40+),80,23159,345.4,333.8,,,,,,
2008,Amador,5,COPD or Asthma in Older Adults (Age 40+),94,23179,405.5,386.8,,,,,,
2009,Amador,5,COPD or Asthma in Older Adults (Age 40+),66,23419,281.8,266.4,,,,,,
2010,Amador,5,COPD or Asthma in Older Adults (Age 40+),94,23486,400.2,374.2,,,,,,
2011,Amador,5,COPD or Asthma in Older Adults (Age 40+),82,23520,348.6,320.8,,,,,,
2012,Amador,5,COPD or Asthma in Older Adults (Age 40+),78,23273,335.2,302.4,,,,,,
2013,Amador,5,COPD or Asthma in Older Adults (Age 40+),101,23064,437.9,386.4,,,,,,
2014,Amador,5,COPD or Asthma in Older Adults (Age 40+),85,24481,347.2,315.1,,,,,,
2015,Amador,5,COPD or Asthma in Older Adults (Age 40+),56,17286,324.0,276.2,,,,,,
2016,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,65,23427,277.5,278.1771028,,
2017,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,93,24087,386.1,387.0360801,,
2018,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,52,24503,212.2,211.7275743,,
2019,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,59,24761,238.3,234.942559,,
2020,Amador,5,COPD or Asthma in Older Adults (Age 40+),,,,,36,24998,144.0,140.5406258,,
2005,Amador,7,Hypertension,5,31101,16.1,14.1,,,,,,
2006,Amador,7,Hypertension,4,31460,12.7,11.1,,,,,,
2007,Amador,7,Hypertension,4,31883,12.5,10.8,,,,,,
2008,Amador,7,Hypertension,3,31619,9.5,8.1,,,,,,
2009,Amador,7,Hypertension,2,31769,6.3,5.3,,,,,,
2010,Amador,7,Hypertension,3,31720,9.5,7.9,,,,,,
2011,Amador,7,Hypertension,7,31760,22.0,18.3,,,,,,
2012,Amador,7,Hypertension,9,32614,27.6,23.6,,,,,,
2013,Amador,7,Hypertension,9,32252,27.9,23.7,,,,,,
2014,Amador,7,Hypertension,10,33224,30.1,25.1,,,,,,
2015,Amador,7,Hypertension,8,24635,32.5,27.6,,,,,,
2016,Amador,7,Hypertension,,,,,2,31586,6.3,5.44106243,,
2017,Amador,7,Hypertension,,,,,6,32677,18.4,15.84498139,,
2018,Amador,7,Hypertension,,,,,8,33425,23.9,20.60577106,,
2019,Amador,7,Hypertension,,,,,12,33684,35.6,30.36876847,,
2020,Amador,7,Hypertension,,,,,14,34043,41.1,34.9584029,,
2005,Amador,8,Heart Failure,108,31101,347.3,285.2,,,,,,
2006,Amador,8,Heart Failure,122,31460,387.8,317.3,,,,,,
2007,Amador,8,Heart Failure,98,31883,307.4,247.4,,,,,,
2008,Amador,8,Heart Failure,97,31619,306.8,242.0,,,,,,
2009,Amador,8,Heart Failure,96,31769,302.2,232.9,,,,,,
2010,Amador,8,Heart Failure,104,31720,327.9,248.3,,,,,,
2011,Amador,8,Heart Failure,99,31760,311.7,229.7,,,,,,
2012,Amador,8,Heart Failure,79,32614,242.2,182.0,,,,,,
2013,Amador,8,Heart Failure,97,32252,300.8,219.9,,,,,,
2014,Amador,8,Heart Failure,87,33224,261.9,191.4,,,,,,
2015,Amador,8,Heart Failure,99,24635,401.9,289.1,,,,,,
2016,Amador,8,Heart Failure,,,,,102,31586,322.9,269.679481,,
2017,Amador,8,Heart Failure,,,,,121,32677,370.3,311.5994726,,
2018,Amador,8,Heart Failure,,,,,121,33425,362.0,303.3463403,,
2019,Amador,8,Heart Failure,,,,,108,33684,320.6,263.0362886,,
2020,Amador,8,Heart Failure,,,,,96,34043,282.0,229.0882291,,
2005,Amador,10,Dehydration,48,31101,154.3,132.0,,,,,,
2006,Amador,10,Dehydration,28,31460,89.0,75.9,,,,,,
2007,Amador,10,Dehydration,71,31883,222.7,187.5,,,,,,
2008,Amador,10,Dehydration,48,31619,151.8,125.5,,,,,,
2009,Amador,10,Dehydration,19,31769,59.8,48.5,,,,,,
2010,Amador,10,Dehydration,33,31720,104.0,83.2,,,,,,
2011,Amador,10,Dehydration,34,31760,107.1,83.7,,,,,,
2012,Amador,10,Dehydration,26,32614,79.7,63.3,,,,,,
2013,Amador,10,Dehydration,39,32252,120.9,93.8,,,,,,
2014,Amador,10,Dehydration,54,33224,162.5,126.2,,,,,,
2015,Amador,10,Dehydration,28,24635,113.7,86.8,,,,,,
2005,Amador,11,Community-Acquired Pneumonia,116,31101,373.0,315.3,,,,,,
2006,Amador,11,Community-Acquired Pneumonia,101,31460,321.0,270.6,,,,,,
2007,Amador,11,Community-Acquired Pneumonia,94,31883,294.8,245.3,,,,,,
2008,Amador,11,Community-Acquired Pneumonia,102,31619,322.6,263.6,,,,,,
2009,Amador,11,Community-Acquired Pneumonia,118,31769,371.4,297.7,,,,,,
2010,Amador,11,Community-Acquired Pneumonia,97,31720,305.8,241.3,,,,,,
2011,Amador,11,Community-Acquired Pneumonia,80,31760,251.9,194.0,,,,,,
2012,Amador,11,Community-Acquired Pneumonia,107,32614,328.1,257.0,,,,,,
2013,Amador,11,Community-Acquired Pneumonia,88,32252,272.9,208.4,,,,,,
2014,Amador,11,Community-Acquired Pneumonia,85,33224,255.8,195.7,,,,,,
2015,Amador,11,Community-Acquired Pneumonia,78,24635,316.6,238.1,,,,,,
2016,Amador,11,Community-Acquired Pneumonia,,,,,79,31586,250.1,204.0171768,,
2017,Amador,11,Community-Acquired Pneumonia,,,,,46,32677,140.8,115.7344461,,
2018,Amador,11,Community-Acquired Pneumonia,,,,,56,33425,167.5,137.2638262,,
2019,Amador,11,Community-Acquired Pneumonia,,,,,51,33684,151.4,121.5332532,,
2020,Amador,11,Community-Acquired Pneumonia,,,,,37,34043,108.7,86.38141571,,
2005,Amador,12,Urinary Tract Infection,46,31101,147.9,132.8,,,,,,
2006,Amador,12,Urinary Tract Infection,49,31460,155.8,139.7,,,,,,
2007,Amador,12,Urinary Tract Infection,36,31883,112.9,99.9,,,,,,
2008,Amador,12,Urinary Tract Infection,48,31619,151.8,131.7,,,,,,
2009,Amador,12,Urinary Tract Infection,48,31769,151.1,128.7,,,,,,
2010,Amador,12,Urinary Tract Infection,34,31720,107.2,90.2,,,,,,
2011,Amador,12,Urinary Tract Infection,58,31760,182.6,149.9,,,,,,
2012,Amador,12,Urinary Tract Infection,57,32614,174.8,145.4,,,,,,
2013,Amador,12,Urinary Tract Infection,51,32252,158.1,128.2,,,,,,
2014,Amador,12,Urinary Tract Infection,26,33224,78.3,63.8,,,,,,
2015,Amador,12,Urinary Tract Infection,26,24635,105.5,84.1,,,,,,
2016,Amador,12,Urinary Tract Infection,,,,,41,31586,129.8,111.8831205,,
2017,Amador,12,Urinary Tract Infection,,,,,27,32677,82.6,72.13622516,,
2018,Amador,12,Urinary Tract Infection,,,,,31,33425,92.7,80.36378453,,
2019,Amador,12,Urinary Tract Infection,,,,,35,33684,103.9,87.8120019,,
2020,Amador,12,Urinary Tract Infection,,,,,24,34043,70.5,59.03896377,,
2005,Amador,13,Angina without Procedure,25,31101,80.4,68.3,,,,,,
2006,Amador,13,Angina without Procedure,20,31460,63.6,53.6,,,,,,
2007,Amador,13,Angina without Procedure,18,31883,56.5,47.1,,,,,,
2008,Amador,13,Angina without Procedure,22,31619,69.6,57.1,,,,,,
2009,Amador,13,Angina without Procedure,21,31769,66.1,53.6,,,,,,
2010,Amador,13,Angina without Procedure,16,31720,50.4,40.5,,,,,,
2011,Amador,13,Angina without Procedure,9,31760,28.3,22.5,,,,,,
