APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5148012009,60162,CHARLES COBB APARTMENTS,In-Service,NEW CONSTRUCTION,"521 S SAN PEDRO ST  Los Angeles, CA 90013",14,1,WHOLESALE DISTRICT,76,76,SPECIAL NEEDS,Yes,04/04/2008,3772148,16506143,0,20278291,2010,"SKID ROW HOUSING TRUST,",CHARLES COBB APARTMENTS LP,(213) 683-0522,click here (http://hcidapp.lacity.org/mpphotos/060162/Photo/Website/CD_9_-_Charles_Cobb_Apts.__-__060162[1].png),78,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060162&LutSiteCD=1),C-113270,2/7/2022,-118.24454,34.04357,POINT (-118.24454 34.04357)
2654001052,70030,ORION GARDENS APARTMENTS,In-Service,ACQUISITION + NEW CONSTRUCTION,"8955 N ORION AVE 1-32  North Hills, CA 91343",7,1,NORTH HILLS,32,32,FAMILY,No,10/24/2007,3125520,11362911,0,14488431,2009,"DECRO ORION APARTMENTS, L.P.",FPI MANAGEMENT,(714) 641-5110 x419,click here (http://hcidapp.lacity.org/mpphotos/070030/Photo/Website/DSCN2054.JPG),114,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070030&LutSiteCD=1),C-112525,2/7/2022,-118.47234,34.23341,POINT (-118.47234 34.23341)
5124024010,15-122656,ST. JAMES PARK (SITE 3),In-Service,ACQUISITION + REHAB,"44 ST JAMES ST  Los Angeles, CA 90007",1,3,UNIVERSITY PARK,59,104,FAMILY,No,05/16/2016,0,27481703,9879228,37360931,2018,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122656&LutSiteCD=3),,2/7/2022,-118.2807,34.03122,POINT (-118.2807 34.03122)
5154001023,70157,BONNIE BRAE VILLAGE,In-Service,ACQUISITION + NEW CONSTRUCTION,"208 S BONNIE BRAE ST 1-92  Los Angeles, CA 90057",1,1,TEMPLE-BEAUDRY,93,93,SENIORS,Yes,09/16/2008,10948429,22282386,0,33230815,2009,"ENHANCED AFFORDABLE DEV CO., LLC",AFFORDABLE LIVING FOR THE AGING,(213) 989-1550,click here (http://hcidapp.lacity.org/mpphotos/070157/Photo/Website/CD%2013%20-%20Bonnie%20Brae%20Village%20Apts..JPG),264,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070157&LutSiteCD=1),C-114556,2/7/2022,-118.26862,34.06403,POINT (-118.26862 34.06403)
5032004903,30188,CRA: BUCKINGHAM PLACE SR. HOUSING,In-Service,NEW CONSTRUCTION,"4044 S BUCKINGHAM ROAD  Los Angeles, CA 90008",10,1,BALDWIN HILLS,69,69,SENIORS,No,09/14/2003,8500000,0,0,8500000,2012,"COMMUNITY REDEVELOPMENT AGENCY, LA",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/030188/Photo/Website/030188.JPG),228,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030188&LutSiteCD=1),,2/7/2022,-118.3422,34.0133,POINT (-118.3422 34.0133)
2509003180,16-123141,VIVIENDAS DEL VALLE (RECAP) (SITE 3),In-Service,ACQUISITION + REHAB,"13230 N BROMONT AVE  SYLMAR, CA 91342",7,3,SYLMAR,18,100,FAMILY,No,12/20/2016,0,13824218,7875467,21699685,2017,Abode Communities,ABODE COMMUNITIES,(213) 225-2780,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123141&LutSiteCD=3),C-128742,2/7/2022,-118.43817,34.31123,POINT (-118.43817 34.31123)
5539012022,20289,LA 78 PRESERVATION PROJECT (SITE 5),In-Service,N/A,"4131 W NORMAL AVE  Los Angeles, CA 90029",13,5,EAST HOLLYWOOD,10,78,N/A,No,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=5),,2/7/2022,-118.28572,34.08675,POINT (-118.28572 34.08675)
5160020051,11-118624,VISTA ANGELINA,In-Service,ACQUISITION + REHAB,"418 N EAST EDGEWARE ROAD  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,108,108,FAMILY,No,05/30/2012,0,9932434,6227000,16159434,2013,"The Related Companies, LP",RELATED MANAGEMENT CO.,(949) 660-390,click here (http://hcidapp.lacity.org/mpphotos/11-118624/Photo/Website/Vista%20Angelina%20png.png),82,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118624&LutSiteCD=1),C-120462,2/7/2022,-118.25492,34.06597,POINT (-118.25492 34.06597)
5154035003,12-118876,KNOB HILL APTS.,In-Service,NEW CONSTRUCTION,"2403 W 4TH ST  Los Angeles, CA 90057",1,1,WESTLAKE,39,39,SPECIAL NEEDS,Yes,03/18/2013,1100000,13788616,0,14888616,2014,"Affordable Housing CDC, Inc.",TELACU PROPERTY MANAGEMENT,(323) 485-5110,click here (http://hcidapp.lacity.org/mpphotos/12-118876/Photo/Website/Nob%20Hills.png),139,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118876&LutSiteCD=1),C-121873,2/7/2022,-118.27676,34.06415,POINT (-118.27676 34.06415)
5535012016,13-119154,HOLLYWOODLAND (SITE 4),In-Service,ACQUISITION + REHAB,"5155 W MARATHON ST  Los Angeles, CA 90038",13,4,MELROSE,16,82,SENIORS,No,11/21/2013,0,7946357,10500000,18446357,2014,Steele Properties LLC,"MONROE GROUP, LRD",(303) 322-8888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),53,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119154&LutSiteCD=4),,2/7/2022,-118.31064,34.085,POINT (-118.31064 34.085)
5544030010,18-124671,PATH VILLAS HOLLYWOOD,Development,NEW CONSTRUCTION,"5627 W FERNWOOD AVE  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,60,60,SPECIAL NEEDS,Yes,02/12/2021,12320000,18875990,3120000,34315990,Development,PATH Ventures,THE JOHN STEWART COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/18-124671/Photo/Website/PATH%20Villas%20Hollywood.JPG),209,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124671&LutSiteCD=1),C-137878,2/7/2022,-118.31193,34.09606,POINT (-118.31193 34.09606)
5037020016,30159,INGRAM PRESERVATION (SITE 7),In-Service,REHAB,"1075 W 39TH PL  Los Angeles, CA 90037",8,7,EXPOSITION PARK,12,140,LARGE FAMILY / WAIVER REQUIRED,No,06/17/2004,4900000,6637761,2790000,14327761,2005,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site7/IngramPres_107539th.png),21,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030159&LutSiteCD=7),C-106779,2/7/2022,-118.29399,34.01423,POINT (-118.29399 34.01423)
5539007020,20289,LA 78 PRESERVATION PROJECT (SITE 6),In-Service,N/A,"4215 W BURNS AVE  Los Angeles, CA 90029",13,6,EAST HOLLYWOOD,10,78,N/A,No,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=6),,2/7/2022,-118.28517,34.0878,POINT (-118.28517 34.0878)
5544003001,10-117631,5555 HOLLYWOOD,In-Service,NEW CONSTRUCTION,"5555 W HOLLYWOOD BLVD  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,120,120,SENIORS,No,04/20/2011,4904920,37674763,0,42579683,2013,"META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.",(949) 748-8201,click here (http://hcidapp.lacity.org/mpphotos/10-117631/Photo/Website/10-117631.JPG),362,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117631&LutSiteCD=1),C-118739,2/7/2022,-118.31132,34.1019,POINT (-118.31132 34.1019)
5114015049,15-122537,PAUL WILLIAMS FAMILY APARTMENTS,In-Service,BOTH REHAB AND NEW CONSTRUCTION,"1010 E JEFFERSON BLVD  LOS ANGELES, CA 90011",9,1,CENTRAL,41,41,FAMILY,No,05/30/2017,5920435.37,17380342,0,23300777.37,2019,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/15-122537/Photo/Website/Paul%20Williams%201.jpg),192,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122537&LutSiteCD=1),"C-126859,C-129357",2/7/2022,-118.258,34.01202,POINT (-118.258 34.01202)
5546022024,40011,AFTON PLACE,In-Service,ACQUISITION + REHAB,"6231 W AFTON PL  Los Angeles, CA 90028",13,1,HOLLYWOOD,71,71,SENIORS,No,12/04/2004,1732830,5188563,1830000,8751393,2005,"AFTON PLACE SENIOR APARTMENTS, L.P.","LEVINE MANAGEMENT GROUP, INC",(310) 358-3489,click here (http://hcidapp.lacity.org/mpphotos/040011/Photo/Website/CD%2013%20-%20Afton%20Place.JPG),15,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040011&LutSiteCD=1),C-107692,2/7/2022,-118.32507,34.09539,POINT (-118.32507 34.09539)
5147029002,20277,NEW TERMINAL HOTEL,In-Service,REHAB,"901 E 7TH ST  Los Angeles, CA 90021",14,1,WHOLESALE DISTRICT,40,40,SPECIAL NEEDS,Yes,02/06/2003,2115000,3342950,0,5457950,2005,SRO Housing Corp,SRO HOUSING CORPORATION,(213) 229-9641,click here (http://hcidapp.lacity.org/mpphotos/020277/Photo/Website/CD_14_-_New_Terminal[1].png),27,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020277&LutSiteCD=1),C-104398,2/7/2022,-118.24415,34.03904,POINT (-118.24415 34.03904)
2654011022,70046,RAYEN APARTMENTS,In-Service,NEW CONSTRUCTION,"15320 W RAYEN ST 1-49  North Hills, CA 91343",6,1,NORTH HILLS,49,49,SPECIAL NEEDS,Yes,10/19/2007,4547648,10522216,0,15069864,2009,"A COMMUNITY OF FRIENDS,","BARKER MANAGEMENT, INC.",(213) 725-2897,click here (http://hcidapp.lacity.org/mpphotos/070046/Photo/Website/Rayen%20Apts.JPG),122,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070046&LutSiteCD=1),C-112519,2/7/2022,-118.4668,34.23179,POINT (-118.4668 34.23179)
2328008008,14-121716,CREST APARTMENTS,In-Service,NEW CONSTRUCTION,"13604 W SHERMAN WAY  Van Nuys, CA 91405",2,1,VALLEY GLEN,64,64,SPECIAL NEEDS,Yes,03/19/2015,4200000,19590200,0,23790200,2016,Skid Row Housing Trust,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/14-121716/Photo/Website/P9130382.png),174,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121716&LutSiteCD=1),C-125421,2/7/2022,-118.4293,34.20102,POINT (-118.4293 34.20102)
6074018025,19-125941,ASANTE APARTMENTS,Development,NEW CONSTRUCTION,"11001 S BROADWAY  Los Angeles, CA 90061",8,1,CENTURY PALMS/COVE,55,55,SPECIAL NEEDS,Yes,06/28/2021,10816454,0,0,10816454,Development,"Affirmed Housing Group, Inc.",SOLARI ENTERPRISES,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),284,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125941&LutSiteCD=1),C-138480,2/7/2022,-118.27852,33.93533,POINT (-118.27852 33.93533)
5137025004,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 8),In-Service,REHAB,"1546 W 11TH PL  Los Angeles, CA 90015",1,8,PICO-UNION,16,232,FAMILY,No,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=8),,2/7/2022,-118.27528,34.04672,POINT (-118.27528 34.04672)
6032019034,14-121272,MARTHA BRYANT MANOR- RECAP,In-Service,ACQUISITION + REHAB,"8300 S HOOVER ST  Los Angeles, CA 90044",8,1,VERMONT VISTA,77,77,FAMILY,No,02/27/2015,0,7558174,4410000,11968174,2016,"BARKER MANAGEMENT, INC.","LEVINE MANAGEMENT GROUP, INC.",(310) 358-3489,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121272&LutSiteCD=1),,2/7/2022,-118.28691,33.96297,POINT (-118.28691 33.96297)
5180002014,14-121648,CIELITO LINDO (1ST AND SOTO APTS I),In-Service,NEW CONSTRUCTION,"2419 E 1ST ST  Los Angeles, CA 90033",14,1,BOYLE HEIGHTS,50,50,FAMILY,No,07/20/2015,959600,22124054,0,23083654,2017,East LA Community Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/14-121648/Photo/Website/150_2831.png),203,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121648&LutSiteCD=1),C-125951,2/7/2022,-118.20893,34.04349,POINT (-118.20893 34.04349)
5020027008,70172,TWO WORLD APARTMENTS (SITE 6),In-Service,REHAB,"1048 W 42ND ST  Los Angeles, CA 90037",9,6,WEST VERNON,0,96,SENIORS,No,02/11/2008,3225000,17094146,0,20319146,2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site6/Two%20Worlds%201048%20W%2042nd%20St.%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=6),C-113107,2/7/2022,-118.29322,34.0072,POINT (-118.29322 34.0072)
6011003063,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN) (SITE 2),Development,NEW CONSTRUCTION,"6710 S MAIN ST  Los Angeles, CA 90003",9,2,FLORENCE-FIRESTONE,0,52,SPECIAL NEEDS,Yes,12/14/2020,7180000,30672556,0,37852556,Development,Coalition for Responsible Community Development,THE JOHN STEWART COMPANY,(213) 743-6193 x8782700350,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=2),C-137511,2/7/2022,-118.27375,33.97834,POINT (-118.27375 33.97834)
5124011008,07-117233,HDR I & II (SITE 4),In-Service,REHAB,"2375 S SCARFF ST  Los Angeles, CA 90007",1,4,UNIVERSITY PARK,20,125,FAMILY,No,07/01/2007,0,8116043,6787000,14903043,2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=4),,2/7/2022,-118.28106,34.03158,POINT (-118.28106 34.03158)
7449014020,70170,TOBERMAN VILLAGE / AKA VISTA ALEGRE,In-Service,NEW CONSTRUCTION,"142 W SANTA CRUZ ST 1-49  SAN PEDRO, CA 90731",15,1,SAN PEDRO,49,49,FAMILY,No,06/28/2010,4875640,10632391,1162445,16670476,2011,"NEW ECONOMICS FOR WOMEN,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070170/Photo/Website/toberman92711_006-.png),144,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070170&LutSiteCD=1),C-117504,2/7/2022,-118.28107,33.74429,POINT (-118.28107 33.74429)
5058024017,20289,LA 78 PRESERVATION PROJECT,In-Service,N/A,"1951 W 22ND ST  Los Angeles, CA 90018",8,1,WEST ADAMS,20,78,N/A,No,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=1),,2/7/2022,-118.30509,34.03651,POINT (-118.30509 34.03651)
5021032032,16-123326,FLORENCE MOREHOUSE (RECAP) (SITE 2),In-Service,ACQUISITION + REHAB,"1750 W MARTIN LUTHER KING BLVD  LOS ANGELES, CA 90062",8,2,WEST VERNON,41,61,FAMILY,No,05/31/2017,3014663,17313230,1377000,21704893,2020,Century Affordable Development Inc,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123326&LutSiteCD=2),C-85460,2/7/2022,-118.31032,34.01068,POINT (-118.31032 34.01068)
2783027046,40004,PARTHENIA ST SENIOR HSNG.,In-Service,NEW CONSTRUCTION,"19455 W PARTHENIA ST 1-77  Northridge, CA 91324",12,1,CHATSWORTH,77,77,SENIORS,No,05/30/2006,1931627,9229203,0,11160830,2008,"VINELAND AVENUE SENIOR HOUSING, L.P.",MENORAH HOUSING FOUNDATION,(310) 475-6083,click here (http://hcidapp.lacity.org/mpphotos/040004/Photo/Website/CD%2012%20-%20Parthenia%20St.%20Senior.jpg),77,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040004&LutSiteCD=1),C-109821,2/7/2022,-118.55738,34.22841,POINT (-118.55738 34.22841)
7417011900,50005,NEW DANA STRAND TOWNHOMES,In-Service,NEW CONSTRUCTION,"425 N WILMINGTON BLVD  Wilmington, CA 90744",15,1,WILMINGTON,116,116,FAMILY,No,03/28/2006,2904285,31786029,2090000,36780314,2008,MERCY HOUSING CALIFORNIA,ABODE COMMUNITIES,(213) 225-2772,click here (http://hcidapp.lacity.org/mpphotos/050005/Photo/Website/CD%2015%20-%20New%20Dana%20Strand%20Townhomes.JPG),291,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050005&LutSiteCD=1),C-109630,2/7/2022,-118.27448,33.77483,POINT (-118.27448 33.77483)
2651009078,11-118591,TOBIAS TERRACE APARTMENTS,In-Service,NEW CONSTRUCTION,"9247 N VAN NUYS BLVD 1-56  Panorama City, CA 91402",6,1,PANORAMA CITY,56,56,FAMILY,No,06/19/2012,4856000,12875942,0,17731942,2013,META HOUSING CORPORATION,"SOLARI ENTERPRISES, INC",(714) 282-2520 x201,click here (http://hcidapp.lacity.org/mpphotos/11-118591/Photo/Website/11-118591.JPG),124,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118591&LutSiteCD=1),C-120549,2/7/2022,-118.45064,34.23862,POINT (-118.45064 34.23862)
2103021053,16-123141,VIVIENDAS DEL VALLE (RECAP) (SITE 2),In-Service,ACQUISITION + REHAB,"7939 N RESEDA BLVD  RESEDA, CA 91335",4,2,RESEDA,42,100,FAMILY,No,12/20/2016,0,13824218,7875467,21699685,2017,Abode Communities,ABODE COMMUNITIES,(213) 225-2780,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123141&LutSiteCD=2),C-128742,2/7/2022,-118.53627,34.21475,POINT (-118.53627 34.21475)
5141025005,13-119320,THE SIX (FORMERLY CARONDELET APARTMENTS),In-Service,NEW CONSTRUCTION,"811 S CARONDELET ST  Los Angeles, CA 90057",1,1,WESTLAKE,52,52,SPECIAL NEEDS,Yes,03/18/2014,4277100,11875978,0,16153078,2015,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/13-119320/Photo/Website/The-Six-dusk-495x400.png),158,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119320&LutSiteCD=1),C-123748,2/7/2022,-118.28261,34.0564,POINT (-118.28261 34.0564)
5210008030,60083,SICHEL FAMILY APARTMENTS,In-Service,NEW CONSTRUCTION,"1805 N SICHEL ST 1-37  Los Angeles, CA 90031",14,1,LINCOLN HEIGHTS,37,37,FAMILY,No,03/13/2007,2877300,11028167,0,13905467,2008,"META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/060083/Photo/Website/sichel1805sichel1of211308%20cropped.png),75,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060083&LutSiteCD=1),C-111406,2/7/2022,-118.21305,34.06411,POINT (-118.21305 34.06411)
6117009027,09-117197,ACADEMY HALL,In-Service,REHAB,"12010 S VERMONT AVE  Los Angeles, CA 90044",15,1,HARBOR GATEWAY,47,47,FAMILY,No,04/09/2009,0,6631570,2278011,8909581,2009,"CENTURY AFFORDABLE HOUSING, INC.",JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/09-117197/Photo/Website/BONDS%20Burns%20Manor.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117197&LutSiteCD=1),,2/7/2022,-118.2914,33.92323,POINT (-118.2914 33.92323)
2218021034,11-118659,FICKETT TOWERS,In-Service,ACQUISITION + REHAB,"14801 W SHERMAN WAY  VAN NUYS, CA 91405",6,1,VAN NUYS,200,200,SENIORS,Yes,09/19/2012,0,5648228,15500000,21148228,2013,"Camino Mercado Partners, L.P.",EDGEWOOD MANAGEMENT CORPORATION,(301) 562-1600,click here (http://hcidapp.lacity.org/mpphotos/11-118659/Photo/Website/Fickett.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118659&LutSiteCD=1),,2/7/2022,-118.45574,34.2014,POINT (-118.45574 34.2014)
5153024027,18-124748,HARTFORD VILLA APARTMENTS,In-Service,NEW CONSTRUCTION,"459 S HARTFORD AVE  LOS ANGELES, CA 90017",1,1,NULL,101,101,SPECIAL NEEDS,Yes,11/08/2018,15637664,30648000,0,46285664,2021,Single Room Occupancy Housing Corporation,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640,click here (http://hcidapp.lacity.org/mpphotos/18-124748/Photo/Website/hartford.JPG),404,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124748&LutSiteCD=1),"C-132337,C-132338",2/7/2022,-118.2638,34.056639,POINT (-118.2638 34.056639)
6117019016,40067,ROYALS APARTMENTS,In-Service,REHAB,"717 W EL SEGUNDO BLVD  Gardena, CA 90247",15,1,HARBOR GATEWAY,33,115,FAMILY,No,05/06/2005,1100000,13039479,0,14139479,2006,"Preservation Partners Management Group, Inc.",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/040067/Photo/Website/CD%2015%20-%20The%20Royals.jpg),49,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040067&LutSiteCD=1),C-108105,2/7/2022,-118.28774,33.91659,POINT (-118.28774 33.91659)
2263009024,13-119143,ORANGE WOOD COURT,In-Service,ACQUISITION + REHAB,"5050 N SEPULVEDA BLVD  Sherman Oaks, CA 91403",4,1,SHERMAN OAKS,92,92,FAMILY,No,06/28/2013,0,7321491,9334100,16655591,2014,"Community Preservation Partners, LLC",PROFESSIONAL PROPERTY MANAGEMENT LLC,(815) 397-8827,click here (http://hcidapp.lacity.org/mpphotos/13-119143/Photo/Website/orangewood%20court.png),61,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119143&LutSiteCD=1),,2/7/2022,-118.46592,34.16281,POINT (-118.46592 34.16281)
5208019043,05-117217,LEXINGTON APARTMENTS A/B,In-Service,REHAB,"3035 N SIERRA ST  Los Angeles, CA 90031",14,1,LINCOLN HEIGHTS,251,251,FAMILY,No,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=1),,2/7/2022,-118.20117,34.08183,POINT (-118.20117 34.08183)
2350006042,10-117669,NOHO SENIOR VILLAS,In-Service,NEW CONSTRUCTION,"5525 N KLUMP AVE 1-49  North Hollywood, CA 91601",2,1,NORTH HOLLYWOOD,49,49,SENIORS,Yes,05/05/2011,4932825,12092852,0,17025677,2012,"NoHo Senior Villas, L.P.",THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/10-117669/Photo/Website/10-117669.JPG),139,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117669&LutSiteCD=1),C-118777,2/7/2022,-118.37542,34.17064,POINT (-118.37542 34.17064)
5148025008,30156,RAINBOW APARTMENTS,In-Service,NEW CONSTRUCTION,"645 S SAN PEDRO ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,89,89,SPECIAL NEEDS,Yes,10/29/2004,3500000,13279250,0,16779250,2006,"RAINBOW APARTMENTS, L.P.",SRHT PROPERTY MGMT CO.,(213) 683-0522 x114,click here (http://hcidapp.lacity.org/mpphotos/030156/Photo/Website/CD%209%20-%20Rainbow%20Apts..jpg),98,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030156&LutSiteCD=1),"C-106578,C-107587",2/7/2022,-118.2463,34.04147,POINT (-118.2463 34.04147)
