,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,last_edited_date,CauseLong,PANTHERID2,MORTID,AGE_UNITS,month,lon,lat,year
437,2177,UCFP085,Male,3.5,"CR 832, 3 miles E of OSSF SF",Vehicular trauma,2006,2006-06-05 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00618,Years,6,-81.22705019637377,26.603671827249865,2006
438,2178,UCFP084,Male,3.5,"I-4, SW of Orlando (UTM 442959 3129926)",Vehicular trauma,2006,2006-04-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00617,Years,4,-81.58172673611219,28.294165839706576,2006
439,2179,K203,Male,1,BCSIR,Unknown,2006,2006-04-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00137,Months,4,-81.00620248296072,26.272179049295833,2006
440,2180,FP129,Female,6,SBCNP,Unknown,2006,2006-03-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,K089,MN-00821,Years,3,-80.94321288113957,25.967017908943927,2006
441,2181,UCFP083,Male,3,"CREW, 1 mile S of Corkscrew Rd., Flint Pen Strand, found during prescribed burn",ISA,2006,2006-03-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00616,Years,3,-81.72252387943641,26.43012907888553,2006
442,2182,UCFP082,Female,,"Private property, 0.2 miles W of SR 29 Hendry County. Remains found in ditch near wildlife feeder; abundant hog sign",Unknown,2006,2006-02-27 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00615,,2,-81.44064526522075,26.653127776523515,2006
443,2183,UCFP081,Male,2,"I-75, between exits 137-138, Lee County",Vehicular trauma,2006,2006-02-27 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00614,Years,2,-81.80032794086607,26.643206291856323,2006
444,2184,UCFP080,Female,1.5,"Card Sound Road, Dade County",Vehicular trauma,2006,2006-02-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00613,Years,2,-80.40915395330633,25.33372358743068,2006
445,2185,UCFP079,Female,2,"CR 846, 2 miles N of CR 858 - near Collier fairgrounds",Vehicular trauma,2006,2006-01-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00483,Years,1,-81.59513993437027,26.346005274949736,2006
446,2186,UCFP078,Male,9,"CR 846, 1 miles W of CR 858",Vehicular trauma,2006,2006-01-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00482,Months,1,-81.28733610005675,26.422736118123336,2006
447,2187,UCFP077,Female,2.5,"BCSIR, W of Swamp Safari",ISA,2006,2006-01-15 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00481,Years,1,-81.07453749640527,26.303085864939064,2006
448,2188,FP070,Female,8.6,"US 41, near Turner River",Vehicular trauma,2006,2006-01-14 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00885,Years,1,-81.26859547354888,25.890684979881417,2006
449,2189,K049,Female,7.8,"SR 29,1 mile N of Wagon Wheel Road",Vehicular trauma,2005,2005-12-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00309,Years,12,-81.35061944648422,25.976464971527616,2005
450,2190,UCFP076,Male,1,"US 41, 1.4 miles E of CR 951",Vehicular trauma,2005,2005-09-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00480,Years,9,-81.68085202245122,26.049817244359673,2005
451,2191,FP069,Female,8.3,NBCNP - Addition Lands. Eaten armadillo about 100' from where FP69 lay. No sign of other cats (or kittens) near site. Female tracks going south across pipeline due south of FP69's location.,Unknown,2005,2005-09-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00884,Years,9,-81.07495939916161,26.24249758928032,2005
452,2192,K153,Male,25,"CR951, 1.2 miles S of Davis Blvd.",Vehicular trauma,2005,2005-08-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00087,Months,8,-81.68706610136113,26.136532741887347,2005
453,2193,UCFP075,Male,2,"SR 29, Owl Hammock Curve",Vehicular trauma,2005,2005-06-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00479,Years,6,-81.34533122610334,26.359168158670514,2005
454,2194,FP136,Female,4,"SBCNP, 2 miles NE of Burns Lake",Unknown,2005,2005-06-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00826,Years,6,-81.18586236424008,25.951667285792038,2005
455,2195,UCFP074,Male,3,"I-95, St. John's/Flagler Co. line  UTM 473226 3280262",Vehicular trauma,2005,2005-06-04 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00478,Years,6,-81.2766438502852,29.652049576002838,2005
456,2196,UCFP073,Male,7,"CR 951, S of Rattlesnake Hammock Road",Vehicular trauma,2005,2005-04-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00477,Months,4,-81.68739113698375,26.103185941182964,2005
457,2197,UCFP072,Male,2,"SR 29, near Jerome",Vehicular trauma,2005,2005-02-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00476,Years,2,-81.3458547040638,26.017607015521783,2005
458,2198,UCFP071,Male,2.5,"US 41, just E of 11 Mile Road",Vehicular trauma,2005,2005-02-04 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00475,Years,2,-80.93192475817885,25.845325081725214,2005
459,2199,FP126,Male,1.6,"Private property, 1/2 mile S of CR 846, Sadie Cypress",ISA,2005,2005-01-03 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00818,Years,1,-81.30165679527947,26.4112665494823,2005
460,2200,K128,Male,2.5,"CR 832, 1 mile E of RR grade",Vehicular trauma,2004,2004-12-07 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00019,,12,-81.36496964597413,26.598789225085547,2004
461,2201,UCFP070,Female,1,"SR 29, Owl Hammock Curve",Vehicular trauma,2004,2004-12-01 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00474,Years,12,-81.34548202359514,26.35932129383973,2004
462,2202,FP059,Male,9.4,"Private property, just E of Ford Test Track, Collier Co.",ISA,2004,2004-11-22 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00880,Years,11,-81.49652214945436,26.179726675084638,2004
463,2203,UCFP069,Female,2,2.5mi N of 858 on SR29 west side right of way (grass),Vehicular trauma,2004,2004-10-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00473,Years,10,-81.34374028637897,26.33973184796506,2004
464,2204,UCFP068,Female,4.5,this panther was alive and at the site for several days based on matted vegetation (McBride); no sign of thrashing or struggle;no sign of other panther; no sign of humans other than exotic crew who found the carcass.,Unknown,2004,2004-09-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00472,Years,9,-81.03567053187672,25.884969457249987,2004
465,2205,UCFP067,Female,7,"Appears kitten had been laying at site several hours, grass was matted down from rolling around (kitten too young to walk on own yet). No evidence that mother was laying at site",Unknown,2004,2004-09-02 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00471,Days,9,-81.35858438500199,26.2037486145031,2004
466,2206,K094,Male,3.25,"I-75, near 98 mm, Ebound land",Vehicular trauma,2004,2004-08-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00055,Years,8,-81.62698052198652,26.154323653424218,2004
467,2207,K156,Male,6,"US 41, Turner River",Vehicular trauma,2004,2004-08-02 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00090,Months,8,-81.26948382921145,25.890629152846564,2004
468,2208,FP117,Male,27,OSSF. East of wild cow grade. Cat on Alico property,Infectious disease - Pseudorabies,2004,2004-07-28 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00812,Months,7,-81.29005750039587,26.564154555622064,2004
469,2209,FP132,Male,3,OSSF,Infectious disease - FeLV,2004,2004-07-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - FeLV,,MN-00823,Years,7,-81.2873883909894,26.484216002281283,2004
470,2210,FP055,Female,11.6,BCNP,ISA,2004,2004-07-12 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00603,Years,7,-81.20998309979922,26.1197417527863,2004
471,2211,UCFP066,Male,3,"I-75, 93 mm,  0.5 miles W of Everglades Blvd.",Vehicular trauma,2004,2004-06-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00470,Years,6,-81.55482828572704,26.150935682476334,2004
472,2212,UCFP065,Male,2,"SR 29, 200 yds. N of Bear Island Grade",Vehicular trauma,2004,2004-04-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00469,Years,4,-81.34441401835049,26.22177902972247,2004
473,2213,FP085,Male,5,EVER,Unknown,2004,2004-03-01 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00894,Years,3,-80.63452021595468,25.45803730533786,2004
474,2214,UCFP063,Male,4.5,"I-75, 99 mm, Ebound lane",Vehicular trauma,2004,2004-02-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00468,Years,2,-81.64730340869646,26.15482968271278,2004
475,2215,FP122,Female,2.5,"OSSF, NW Wild Cow Island",Unknown,2004,2004-02-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00815,Years,2,-81.32953573703426,26.53908525179689,2004
476,2216,UCFP062,Female,8,"US 41, near 40 Mile Bend",Vehicular trauma,2004,2004-01-11 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00467,Months,1,-80.25564433896814,25.785066221103616,2004
477,2217,UCFP061,Female,2.5,"CR 833, 1.7 miles N of CR 846 intersection",Vehicular trauma,2003,2003-12-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00466,Years,12,-81.12541435776748,26.48407996445512,2003
478,2218,UCFP060,Male,2.5,"US 41,  1 mile E of CR 92",Other,2003,2003-12-15 05:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00465,Years,12,-81.57941691509012,25.987775289509777,2003
479,2219,FP091,Female,4.5,"BCNP, Turner River Unit",ISA,2003,2003-12-12 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00611,Years,12,-81.05592017534828,26.043600437311735,2003
480,2220,UCFP059,Male,3,"CR 858, 1.2 miles W of SR 29",Vehicular trauma,2003,2003-11-02 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00464,Months,11,-81.36222039157295,26.295000055187767,2003
481,2221,FP114,Male,1.5,"FPNWR, S of Oil Pad Rd.",ISA,2003,2003-10-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,K120,MN-00914,Years,10,-81.34820843114369,26.184848239224436,2003
482,2222,FP077,Female,6,Big Cypress Hunting Adventures (Game Pen) at Big Cypress Seminole Indian Reservation,Infectious disease - Pseudorabies,2003,2003-07-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00607,Years,7,-80.96840644679475,26.264013014972893,2003
483,2223,FP073,Female,7.8,BCSIR - Game Pen,Infectious disease - Pseudorabies,2003,2003-07-02 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00887,Years,7,-80.9607942165019,26.267090208571197,2003
484,2224,UCFP058,Female,1,"CR 846, 3/4 miles E of Everglades Blvd.",Vehicular trauma,2003,2003-06-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00463,Years,6,-81.4816734936779,26.364661623385636,2003
485,2225,FP087,Female,4,SBCNP - 7 miles NNE of Oasis,ISA,2003,2003-06-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00895,Years,6,-80.98608959990632,25.95010631897699,2003
486,2226,UCFP057,Female,5,BCSIR Safari Pen,Infectious disease - Pseudorabies,2003,2003-06-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00462,Years,6,-81.06587466392978,26.325772121737796,2003
487,2227,UCFP056,Male,1,BCSIR Safari Pen,Unknown,2003,2003-06-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00461,Years,6,-81.06471008709713,26.321718426756004,2003
488,2228,UCFP055,Male,1,BCSIR Safari Pen,Unknown,2003,2003-06-13 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00460,Years,6,-81.0678487629706,26.326033054726015,2003
489,2229,UCFP054,Male,9,"SR 29, 1.7 miles N of CR 858, Collier Co.",Vehicular trauma,2003,2003-06-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00459,Months,6,-81.34334169490425,26.330306167924334,2003
490,2230,UCFP053,Female,2.5,"SR 29, 1.4 miles N of CR 858, Collier Co.",Vehicular trauma,2003,2003-05-26 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00458,Years,5,-81.34321012315617,26.323064940604755,2003
491,2231,FP115,Female,4.5,"OSSF, Sick Island",Unknown,2003,2003-05-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00915,Years,5,-81.36377460098198,26.567055280598556,2003
492,2232,FP082,Female,6,OSSF,Unknown,2003,2003-05-13 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00892,Years,5,-81.27737579578208,26.488813603769092,2003
493,2233,FP118,Female,1,BCSIR - Game Pen,Infectious disease - Pseudorabies,2003,2003-04-04 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00813,Years,4,-80.96261718567428,26.26634124373811,2003
494,2234,UCFP052,Male,2,"CR 833, 2 miles S of CR 832, Hendry Co.",Vehicular trauma,2003,2003-03-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00457,Years,3,-81.12701393569162,26.569991264356435,2003
495,2235,UCFP051,Male,1.5,"I-4, 0.25 miles E of I-75, near Tampa",Vehicular trauma,2003,2003-03-10 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00456,Years,3,-82.31086391165614,28.004584345259552,2003
496,2236,FP109,Male,10,"OSSF, N of CR 832",Unknown,2003,2003-02-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00911,Years,2,-81.32671464076655,26.61330150161464,2003
497,2237,FP106,Female,3,"SR 29, entrance to Sunniland Mine",Vehicular trauma,2003,2003-02-20 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00908,Years,2,-81.34234447600566,26.267138940667838,2003
498,2238,FP067,Female,5.5,"Private land, Gum Slough, Hendry Co.",ISA,2003,2003-01-15 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00606,Years,1,-81.19049546664044,26.308477685339675,2003
499,2239,FP099,Male,33,"CR 846, 1/4 mile N of Collier fairgrounds",Vehicular trauma,2002,2002-11-28 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00902,Months,11,-81.5951111128227,26.33253391761685,2002
500,2240,K098,Female,19,"CR 846,  3 miles E of Immokalee",Vehicular trauma,2002,2002-11-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,UCFP049,MN-01079,Months,11,-81.36643222991913,26.417300306714854,2002
501,2241,FP108,Male,22,"SBCNP, Raccoon Point",Infectious disease - Pseudorabies,2002,2002-11-18 05:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00910,Months,11,-80.88757522724929,25.97377586875887,2002
502,2242,UCFP048,Female,8.5,"CR 846,  5 miles E of Immokalee",Vehicular trauma,2002,2002-11-11 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00453,Months,11,-81.31573422223168,26.418288021463027,2002
503,2243,FP078,Female,6,FPNWR - Fire Tower,ISA,2002,2002-10-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00890,Years,10,-81.34730339556293,26.183387642240394,2002
504,2244,FP032,Female,15,FPNWR - Rock Island,Unknown,2002,2002-09-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00870,Years,9,-81.48583887564916,26.15425492528421,2002
505,2245,FP112,Female,4,BCNP - Bear Island,ISA,2002,2002-09-13 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00913,Years,9,-81.25029812610791,26.22075470388707,2002
506,2246,FP111,Male,9,"OSSF, N of CR 832",ISA,2002,2002-09-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00912,Years,9,-81.33453717295562,26.605563527900067,2002
507,2247,FP098,Male,4.5,"SR 29, 1 km N of Pistol Pond",Vehicular trauma,2002,2002-07-01 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00901,Years,7,-81.34202993719714,26.255491716556516,2002
508,2248,UCFP046,Male,6,"SR 29, 1/2 mile N of Deep Lake, Collier Co.",Vehicular trauma,2002,2002-04-10 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00452,Months,4,-81.34462468316607,26.058370084887056,2002
509,2249,UCFP045,Male,3,"US 27, 3.4 miles N of Palmdale, Glades County",Vehicular trauma,2002,2002-04-05 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00451,Years,4,-81.33065847842583,27.00051761894175,2002
510,2250,FP096,Male,1.75,"Private land, Hogan Island, Collier Co.",ISA,2002,2002-01-18 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00899,Years,1,-81.53130730407918,26.39515811790039,2002
511,2251,FP105,Female,7,"FPNWR, SW corner of clearcut",Unknown,2002,2002-01-16 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00907,Years,1,-81.37653645687871,26.211567420217985,2002
512,2252,FP049,Female,12,"BCNP Addition Lands, male scrape found outside of hammock, panther witnessed leaving carcass",ISA,2002,2002-01-04 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00878,Years,1,-81.06794762616087,26.220532134095127,2002
513,2253,FP097,Male,2,"Private land, E of Gopher Ridge Grove, N of Immokalee",ISA,2001,2001-12-03 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00900,Years,12,-81.34598456272465,26.453928586691713,2001
514,2254,FP092,Male,2.2,"CREW, N Flint Pen Strand",ISA,2001,2001-09-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00898,Years,9,-81.69274746852777,26.443287124028814,2001
515,2255,UCFP042,Female,4,"CR 846, 1 mile E of big powerline",Vehicular trauma,2001,2001-06-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00449,Years,6,-81.20621294601024,26.42621694785885,2001
516,2256,UCFP041,Male,2,"SR 29, Sunniland, near mine entrance",Vehicular trauma,2001,2001-05-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00448,Years,5,-81.34234625017835,26.267743908129862,2001
517,2257,UCFP040,Male,10,"SR 29, 1/2 mile N of Jerome,  likely hit on road shoulder, found off to side",Vehicular trauma,2001,2001-05-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00447,Months,5,-81.34690676331385,26.001531542475274,2001
518,2258,UCFP039,Female,10,"SR 29, 1/2 mile N of Jerome",Vehicular trauma,2001,2001-05-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00446,Months,5,-81.34684320930413,26.003707866017535,2001
519,2259,FP090,Male,1.9,"US 27, 2.5 miles N of Terrytown",Vehicular trauma,2001,2001-04-26 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00897,Years,4,-80.56194738308932,26.363573709261804,2001
520,2260,UCFP038,Female,2,"CR 833,  1 mile N of BCSIR, Hendry Co.",Vehicular trauma,2001,2001-04-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00445,Years,4,-81.01070670855883,26.35159299009063,2001
521,2261,FP011,Female,19.5,"Private land, 200yds. S of CR846, 1 mile E of Dupree Rd.",ISA,2001,2001-02-27 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00865,Years,2,-81.33693143651271,26.4142126111919,2001
522,2262,TX107,Female,8.5,"SBCNP, near Eleven Mile Rd.",Unknown,2001,2001-01-18 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00751,Years,1,-80.93619435460454,25.978013397089065,2001
523,2263,UCFP037,Female,5,"CR 846, 4.5 miles E of SR 29. Hit in east bound lane. Appeared to be drug 40-50 ft to opposite side of road (west bound) and then onto shoulder at road in grass (grass in mouth)",Vehicular trauma,2000,2000-12-29 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00444,Years,12,-81.33685960991754,26.41710213941402,2000
524,2264,FP023,Female,14,"BCNP, 2 miles E of Turkey Foot. 17.1 mi N of Oasis visitor center",Degenerative diseases,2000,2000-12-01 05:00:00+00:00,2022-05-02T15:27:17+00:00,Degenerative diseases,,MN-00867,Years,12,-81.00390344890857,26.107289137804194,2000
525,2265,FP089,Male,3.5,"BCNP, 2 miles NW of Mud Lake",ISA,2000,2000-11-10 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00896,Years,11,-81.15513443801959,26.077552124040025,2000
526,2266,UCFP036,Female,1.7,"CR 846, near big powerline",Vehicular trauma,2000,2000-08-13 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00443,Years,8,-81.23338421115389,26.423032990804195,2000
527,2267,UCFP035,Male,1.75,"CR 846,  2 miles E of Immokalee",Vehicular trauma,2000,2000-06-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00442,Years,6,-81.38206395790854,26.4168079425654,2000
528,2268,FP084,Male,14,"Fisheating Creek WMA, 5 miles W of US 27",Unknown,2000,2000-04-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00893,Months,4,-81.40291389158556,26.96341201598007,2000
529,2269,TX101,Female,8.5,"BCSIR,  near game pen",Unknown,2000,2000-03-31 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00863,Years,3,-80.99638720809543,26.277018960177966,2000
530,2270,UCFP034,Male,1.75,"CR 846, 2 miles E of Collier/Hendry line",Vehicular trauma,2000,2000-03-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00441,Years,3,-81.21261118494328,26.42618951937218,2000
531,2271,FP068,Male,6,"NBCNP, W of Tangerine tram, BCNP Addition lands",Unknown,2000,2000-03-03 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00883,Years,3,-81.0446952785122,26.22894778239487,2000
532,2272,K076,Male,3,"CR 858, 1 mile W of SR 29",Vehicular trauma,2000,2000-02-28 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00006,Months,2,-81.364821668294,26.293973144583948,2000
533,2273,FP080,Female,4,"W Boundary Road, BCSIR",Vehicular trauma,2000,2000-02-10 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00891,Years,2,-81.04191688905141,26.326142305812954,2000
534,2274,FP063,Male,5,"SR 29, N of Pistol Pond",Other,2000,2000-01-17 05:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00881,,1,-81.34247995003534,26.25528296630853,2000
535,2275,FP016,Male,14,"EVER, NE boundary",Unknown,2000,2000-01-07 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00579,Years,1,-80.54347436290797,25.58483840729165,2000
536,2276,FP076,Male,3,"FSSP, 1.9 miles W of SR 29 off of Lancaster Grade",ISA,1999,1999-11-15 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00889,Years,11,-81.37567417481726,26.054798161622276,1999
537,2277,UCFP033,Male,1,2 mi north of BCSIR on CR833,Vehicular trauma,1999,1999-10-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00440,Years,10,-81.01789650339437,26.37647731476171,1999
538,2278,FP074,Male,2,"US 27, near Venus",Vehicular trauma,1999,1999-09-08 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00888,Years,9,-81.33584601742626,27.07061134280552,1999
539,2279,TX103,Female,8,"SBCNP, Lostman's Pines 1 mile N of EVER boundary",Unknown,1999,1999-08-20 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00410,Years,8,-81.06749986450077,25.682340116144566,1999
540,2280,UCFP027,Female,2,Farm Road E of Hendry Prison,Vehicular trauma,1999,1999-07-08 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00436,Years,7,-81.18530725570017,26.296746190493916,1999
541,2281,FP046,Male,9,"Private land S. CR 846, Hendry Co.",ISA,1999,1999-02-03 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00876,Years,2,-81.09924084961327,26.372137023540635,1999
542,2282,FP072,Male,3.5,"BCSIR, Hendry Co.",ISA,1998,1998-12-23 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00886,Years,12,-80.99499564765173,26.2620118470587,1998
543,2283,FP036,Female,14,"NBCNP, E of L28 interceptor canal",Unknown,1998,1998-10-12 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00873,Years,10,-80.8950430057495,26.203290455440232,1998
544,2284,UCFP026,Male,4,US 41,Vehicular trauma,1998,1998-09-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00435,Years,9,-81.02882557332929,25.856454164216597,1998
545,2285,FP045,Male,7.5,"BCSIR, Hendry Co.",ISA,1998,1998-08-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00598,Years,8,-80.95703060244821,26.261590147506833,1998
546,2286,FP051,Male,9,"SR 29, Bear Island Grade",Vehicular trauma,1998,1998-07-20 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00601,Years,7,-81.34474483642857,26.21853665084442,1998
547,2287,TX104,Female,6.5,S of Sabal Palm Road in citrus grove,Illegal kill,1998,1998-04-20 04:00:00+00:00,2022-05-02T15:27:17+00:00,Illegal kill,,MN-00750,Years,4,-81.65920025434822,26.089042109624735,1998
548,2288,FP040,Female,10,NBCNP - Bear Island,Unknown,1998,1998-02-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00594,Years,2,-81.21803079381591,26.187461066666955,1998
549,2289,FP019,Female,11.5,FPNWR,Unknown,1997,1997-12-03 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00582,Years,12,-81.36419961909573,26.24872834464631,1997
550,2290,UCFP031,Male,0.75,"CR 846, 1.5 miles W of CR 858",Vehicular trauma,1997,1997-07-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00439,Years,7,-81.31336437668065,26.420794336439503,1997
551,2291,FP058,Male,3,Sadie Cypress - Collier Co. 10-15ft from a small pond with evidence of thrashing and tracks that led up to large water moccasin,ISA,1997,1997-03-31 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00604,Years,3,-81.32553929942185,26.388902860898046,1997
